Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
ASANSOL,Jamuria,Ind,Main,Business Park 61,2,COMMERCIAL,332,300,103715.5,417.985
NOIDA,Sector 62,Ind,Complex,New Town 96,2,COMMERCIAL,258,247,175212.62,777.228
JODHPUR,Jodhpur City,W5,Extension,High Street 83,2,COMMERCIAL,478,451,763374.8,1916.354
CHENNAI SOUTH,Guindy,W5,Hub,Gokulam 97,2,COMMERCIAL,907,769,1401401.95,2928.222
JABALPUR,Wright Town,N1,Section-B,Janpath 36,2,COMMERCIAL,1091,947,363409.74,4922.847
JODHPUR,Shastri Nagar,C3,Market,High Street 29,2,COMMERCIAL,139,114,60683.9,630.528
MEERUT,Meerut Cantt,Rural,Bazaar,Janpath 10,2,COMMERCIAL,1244,1130,326183.21,2570.198
BHAVNAGAR,Bhavnagar City,Ind,Plaza,Janpath 26,2,COMMERCIAL,748,739,912613.67,1431.445
TIRUPATI,Tiruchanoor,Metro,Section-A,Station Road 65,2,COMMERCIAL,160,130,28254.82,646.425
TRICHY,Thiruverumbur,N1,Section-A,Old City 88,2,COMMERCIAL,1320,1097,1568950.24,1847.432
ALWAR,Neemrana,C3,Extension,Business Park 24,2,COMMERCIAL,1019,956,501578.5,2985.974
JABALPUR,Madhotal,C3,Market,Old City 75,2,COMMERCIAL,661,610,755580.98,2514.216
MOHALI,Industrial Area,Ind,Complex,Station Road 43,2,COMMERCIAL,393,378,675498.43,767.218
CHENNAI NORTH,T Nagar,W5,Plaza,Janpath 81,2,COMMERCIAL,1087,960,953401.46,4741.024
ALWAR,Bhiwadi,Central,Plaza,New Town 1,2,COMMERCIAL,463,387,528245.77,711.955
GANDHINAGAR,Kalol,Rural,Section-B,High Street 45,2,COMMERCIAL,1365,1281,2327132.51,4208.429
UJJAIN,Ujjain North,E4,Plaza,Temple View 84,2,COMMERCIAL,473,457,184785.04,1621.894
ALWAR,Alwar City,E4,Bazaar,New Town 39,2,COMMERCIAL,639,581,440085.72,2571.669
COIMBATORE,Peelamedu,Metro,Bazaar,Temple View 28,2,COMMERCIAL,32,27,47787.8,91.321
TRICHY,Srirangam,W5,Section-A,High Street 59,2,COMMERCIAL,1092,1078,1376382.51,4718.939
MEERUT,Meerut City,Ind,Section-B,Gokulam 34,2,COMMERCIAL,160,146,306246.51,521.628
ALWAR,Bhiwadi,Central,Bazaar,Business Park 49,2,COMMERCIAL,900,754,1198032.62,1224.861
CHENNAI SOUTH,Tambaram,Ind,Plaza,High Street 37,2,COMMERCIAL,1092,907,1485536.56,4219.388
LUDHIANA,Feroze Gandhi Market,C3,Main,Janpath 89,2,COMMERCIAL,1320,1162,1939662.38,2774.92
JODHPUR,Shastri Nagar,Ind,Main,New Town 37,2,COMMERCIAL,233,231,246499.79,630.665
HOWRAH,Howrah Maidan,N1,Plaza,Station Road 15,2,COMMERCIAL,1006,1004,288495.21,2970.409
BALLARI,Sandur,Town,Extension,Business Park 38,2,COMMERCIAL,859,791,1164893.32,2664.482
NAGPUR,Nagpur Rural,N1,Plaza,Business Park 39,2,COMMERCIAL,1253,1174,2279748.63,5192.122
VISAKHAPATNAM,Madhurawada,S2,Complex,Temple View 54,2,COMMERCIAL,1466,1179,1155701.5,3227.366
BATHINDA,Gonuana,Metro,Bazaar,Station Road 41,2,COMMERCIAL,874,765,1354987.45,4091.386
ALWAR,Alwar City,Central,Complex,Business Park 39,2,COMMERCIAL,1481,1415,1648886.58,2836.791
BELAGAVI,Chikkodi,S2,Extension,High Street 55,2,COMMERCIAL,329,303,148813.8,1393.318
JODHPUR,Jodhpur City,Central,Market,Station Road 89,2,COMMERCIAL,809,782,262268.39,1224.775
AURANGABAD,Chikhalthana,Metro,Plaza,Janpath 11,2,COMMERCIAL,1084,967,1667829.75,1256.445
VADODARA,Fatehgunj,C3,Bazaar,Station Road 34,2,COMMERCIAL,60,59,37985.29,112.516
BELAGAVI,Chikkodi,Ind,Main,Gokulam 40,2,COMMERCIAL,260,211,395893.41,522.347
AURANGABAD,Paithan Gate,Rural,Market,Temple View 27,2,COMMERCIAL,869,775,1089386.12,3212.779
PUNE,Shivajinagar,C3,Extension,New Town 31,2,COMMERCIAL,1151,1079,1686482.05,4034.686
VADODARA,Makarpura,S2,Complex,Old City 16,2,COMMERCIAL,1401,1152,984890.55,1538.488
CHENNAI NORTH,T Nagar,Metro,Extension,Gokulam 58,2,COMMERCIAL,265,245,145191.13,853.27
KOTA,Gumanpura,C3,Main,Temple View 78,2,COMMERCIAL,804,718,942343.02,2077.384
AURANGABAD,Waluj,W5,Complex,Station Road 37,2,COMMERCIAL,492,468,604681.27,2163.676
UDAIPUR,Udaipur Town,N1,Main,Station Road 79,2,COMMERCIAL,737,672,655427.91,2994.886
GANDHINAGAR,Kalol,Metro,Bazaar,Janpath 75,2,COMMERCIAL,725,628,1361458.47,2698.586
NOIDA,Sector 18,W5,Market,Janpath 46,2,COMMERCIAL,155,146,42722.67,300.039
BATHINDA,Gonuana,E4,Bazaar,New Town 22,2,COMMERCIAL,1119,1055,1554284.16,3324.42
SAGAR,Sagar City,Ind,Market,Old City 21,2,COMMERCIAL,1138,1107,342715.13,2986.886
MANGALURU,Puttur,Ind,Bazaar,New Town 96,2,COMMERCIAL,47,44,28793.22,148.861
NOIDA,Dadri,Ind,Extension,High Street 90,2,COMMERCIAL,1371,1299,619810.68,2017.123
TIRUNELVELI,Palayamkottai,Rural,Section-A,New Town 13,2,COMMERCIAL,897,868,1565346.06,1178.099
INDORE,Indore Rural,Ind,Hub,New Town 84,2,COMMERCIAL,649,567,320482.81,2483.033
TIRUPATI,Balaji Colony,C3,Section-A,Old City 11,2,COMMERCIAL,208,204,131420.27,1022.243
KOLLAM,Chathannoor,Central,Section-A,Business Park 44,2,COMMERCIAL,754,695,321595.02,870.387
JODHPUR,Jodhpur City,E4,Bazaar,Business Park 1,2,COMMERCIAL,614,541,360500.81,820.172
UDAIPUR,Sukher,Metro,Main,Station Road 12,2,COMMERCIAL,176,148,278793.76,568.303
CHENNAI NORTH,T Nagar,Central,Section-B,Business Park 29,2,COMMERCIAL,1360,1091,491193.22,1572.477
JALANDHAR,Adarsh Nagar,Metro,Section-B,Business Park 36,2,COMMERCIAL,962,832,718108.14,1935.255
BENGALURU EAST,Whitefield,Rural,Plaza,New Town 26,2,COMMERCIAL,473,417,624975.78,2245.248
KOZHIKODE,Mavoor Road,Town,Extension,Gokulam 21,2,COMMERCIAL,530,514,439758.12,2616.231
NOIDA,Sector 62,Metro,Extension,Old City 62,2,COMMERCIAL,595,496,1102698.42,928.473
REWA,Rewa City,Metro,Plaza,High Street 38,2,COMMERCIAL,171,145,339260.55,258.253
TRICHY,Lalgudi,C3,Section-B,Business Park 20,2,COMMERCIAL,415,388,271250.79,1292.997
TRIVANDRUM,Kazhakkoottam,W5,Section-A,New Town 49,2,COMMERCIAL,487,411,869635.02,938.988
BELAGAVI,Belagavi Rural,S2,Section-A,Station Road 45,2,COMMERCIAL,1315,1065,370501.66,2810.791
NASHIK,Nashik Road,C3,Extension,Temple View 28,2,COMMERCIAL,622,544,250644.15,2165.952
MANGALURU,Bantwal,N1,Bazaar,High Street 8,2,COMMERCIAL,947,766,1148035.9,4135.233
PUNE,Shivajinagar,Metro,Extension,Business Park 75,2,COMMERCIAL,1457,1398,2399382.05,4618.226
SILIGURI,Siliguri Town,S2,Complex,Business Park 51,2,COMMERCIAL,1258,1117,633855.43,2682.186
THRISSUR,Ollur,S2,Bazaar,Janpath 89,2,COMMERCIAL,516,443,151163.97,2243.756
AJMER,Clock Tower,Central,Extension,Gokulam 68,2,COMMERCIAL,1103,1068,1676409.27,3254.523
HALDIA,Sutahata,S2,Plaza,Janpath 24,2,COMMERCIAL,665,635,676388.53,2849.256
PALAKKAD,Fort,C3,Bazaar,Janpath 2,2,COMMERCIAL,1359,1351,1583607.15,4856.946
NAGPUR,Civil Lines,E4,Extension,Gokulam 65,2,COMMERCIAL,1089,955,1961975.32,1360.134
AHMEDABAD,Navrangpura,Metro,Section-B,Temple View 2,2,COMMERCIAL,713,635,1077692.08,2054.926
CHENNAI NORTH,T Nagar,C3,Section-B,Janpath 74,2,COMMERCIAL,487,400,737628.35,697.393
JAIPUR,Vaishali Nagar,W5,Complex,Gokulam 1,2,COMMERCIAL,690,659,248339.12,2752.904
LUCKNOW,Gomti Nagar,C3,Section-B,New Town 64,2,COMMERCIAL,775,734,1367145.26,3271.822
DURGAPUR,Steel Township,Ind,Main,Janpath 83,2,COMMERCIAL,747,720,843266.31,3671.912
KALYAN,Kalyan West,Rural,Extension,Temple View 11,2,COMMERCIAL,1111,1109,1409068.34,3412.802
NAGPUR,Gandhibagh,S2,Market,Station Road 62,2,COMMERCIAL,216,175,254231.11,389.536
JAIPUR,Malviya Nagar,C3,Section-A,Business Park 30,2,COMMERCIAL,964,943,1698119.88,2528.447
TIRUNELVELI,Sankarankovil,Town,Section-A,Old City 64,2,COMMERCIAL,1085,1014,1188438.94,3471.616
KALYAN,Dombivli,Ind,Section-A,Station Road 77,2,COMMERCIAL,803,748,211186.56,2242.506
GHAZIABAD,Modinagar,Rural,Section-B,High Street 88,2,COMMERCIAL,117,104,118894.88,428.488
MEERUT,Sardhana,Central,Section-A,Janpath 43,2,COMMERCIAL,41,39,70360.33,180.922
BATHINDA,Bathinda City,Metro,Section-A,Station Road 28,2,COMMERCIAL,1462,1394,2075892.27,5547.768
SILIGURI,Sevoke Road,Rural,Hub,Temple View 91,2,COMMERCIAL,1346,1311,1819769.5,2299.45
BELAGAVI,Gokak,Town,Extension,Gokulam 76,2,COMMERCIAL,491,438,276342.75,2264.537
BHAVNAGAR,Sihor,Town,Section-A,Janpath 9,2,COMMERCIAL,319,303,501827.25,1239.286
SAGAR,Makronia,C3,Main,Business Park 10,2,COMMERCIAL,687,664,872578.44,3097.07
UJJAIN,Mahakal Marg,Town,Hub,High Street 13,2,COMMERCIAL,919,828,861456.01,3385.898
LUDHIANA,Sarabha Nagar,C3,Plaza,Business Park 13,2,COMMERCIAL,319,296,347303.37,449.468
KURNOOL,Adoni,C3,Main,Business Park 2,2,COMMERCIAL,578,562,717934.45,1791.324
ALWAR,Alwar City,N1,Main,Janpath 35,2,COMMERCIAL,313,276,367494.74,575.051
BHAVNAGAR,Bhavnagar City,Rural,Main,High Street 70,2,COMMERCIAL,797,770,1519022.82,3463.259
PATIALA,Patiala Rural,N1,Hub,High Street 21,2,COMMERCIAL,948,914,1311626.38,4430.391
KOCHI,Marine Drive,S2,Extension,Business Park 36,2,COMMERCIAL,498,404,695883.45,2424.383
BELAGAVI,Gokak,N1,Hub,Business Park 77,2,COMMERCIAL,637,572,214485.65,2631.519
BENGALURU SOUTH,Koramangala,Town,Main,Business Park 78,2,COMMERCIAL,899,869,254127.35,1744.864
GWALIOR,Gwalior Fort Area,E4,Plaza,Business Park 86,2,COMMERCIAL,423,362,411983.19,1337.939
VARANASI,Shivpur,Central,Extension,Station Road 95,2,COMMERCIAL,584,529,773981.82,2277.001
BHAVNAGAR,Mahuva,N1,Main,High Street 46,2,COMMERCIAL,1294,1146,1126066.17,6006.443
JAMNAGAR,Jamnagar North,Ind,Section-A,Temple View 87,2,COMMERCIAL,425,386,505321.51,1287.057
RAJAHMUNDRY,Rajahmundry Rural,W5,Plaza,Station Road 8,2,COMMERCIAL,705,588,119718.28,3018.236
DURGAPUR,City Centre,E4,Market,Business Park 79,2,COMMERCIAL,95,80,83370.05,207.69
RAJKOT,University Road,N1,Market,Janpath 57,2,COMMERCIAL,25,24,21283.8,50.617
KOLKATA SOUTH,Gariahat,E4,Hub,Janpath 66,2,COMMERCIAL,1227,1220,1433395.44,2061.452
KANNUR,Payyanur,Central,Complex,Station Road 96,2,COMMERCIAL,886,815,1100777.93,2655.227
NELLORE,Magunta,Town,Market,Temple View 56,2,COMMERCIAL,1012,987,1740857.91,2285.074
HOWRAH,Liluah,E4,Main,Janpath 8,2,COMMERCIAL,1084,1001,869263.58,1836.259
GANDHINAGAR,Sector 21,Town,Section-A,Temple View 89,2,COMMERCIAL,1399,1329,203161.53,5799.98
UJJAIN,Mahakal Marg,N1,Extension,Old City 87,2,COMMERCIAL,733,625,1433819.21,3545.077
BELAGAVI,Belagavi Rural,Metro,Section-A,Gokulam 69,2,COMMERCIAL,78,75,64401.63,113.195
SAGAR,Bina,W5,Main,Gokulam 13,2,COMMERCIAL,374,363,711769.45,1517.869
AURANGABAD,CIDCO,Ind,Extension,Old City 57,2,COMMERCIAL,448,390,873069.61,1223.897
TRIVANDRUM,Thampanoor,S2,Market,Temple View 53,2,COMMERCIAL,688,561,322823.08,3206.885
KOLLAM,Karunagappally,S2,Hub,Gokulam 3,2,COMMERCIAL,252,205,459735.0,1205.668
TRICHY,Thiruverumbur,Central,Plaza,Old City 34,2,COMMERCIAL,918,904,1001973.05,2423.89
AURANGABAD,Waluj,Rural,Hub,Janpath 99,2,COMMERCIAL,243,197,248409.13,903.575
KALYAN,Ulhasnagar,N1,Section-A,Gokulam 54,2,COMMERCIAL,1038,1015,602517.59,1273.658
AURANGABAD,Chikhalthana,N1,Market,High Street 42,2,COMMERCIAL,440,368,448702.93,794.943
AMRITSAR,Hall Gate,S2,Plaza,High Street 10,2,COMMERCIAL,959,790,758463.64,2471.117
CHENNAI NORTH,Anna Nagar,E4,Complex,Station Road 70,2,COMMERCIAL,1323,1074,960220.97,3122.799
KALYAN,Ulhasnagar,W5,Section-A,Station Road 52,2,COMMERCIAL,328,320,47374.71,813.006
INDORE,MG Road,S2,Section-A,Temple View 95,2,COMMERCIAL,257,248,322772.55,1123.996
UJJAIN,Freeganj,N1,Market,New Town 4,2,COMMERCIAL,27,22,11429.11,57.316
SALEM,Salem Town,Ind,Section-A,Gokulam 92,2,COMMERCIAL,1412,1402,2018578.62,6621.684
GWALIOR,Gwalior Fort Area,E4,Plaza,New Town 56,2,COMMERCIAL,675,630,620947.54,2961.729
BHOPAL,Bhopal City,N1,Extension,High Street 67,2,COMMERCIAL,351,306,367818.67,426.724
REWA,Mauganj,Town,Complex,Business Park 22,2,COMMERCIAL,1351,1218,771017.86,1633.083
TIRUPATI,Balaji Colony,C3,Market,Janpath 96,2,COMMERCIAL,149,134,208947.63,352.752
JODHPUR,Sardarpura,Central,Market,Temple View 21,2,COMMERCIAL,1019,892,2032751.69,1537.764
KOCHI,Ernakulam,Central,Section-B,New Town 40,2,COMMERCIAL,1109,1074,370853.83,3377.773
RAJKOT,University Road,Central,Main,Temple View 35,2,COMMERCIAL,40,35,8911.74,74.825
THRISSUR,Thrissur Town,Ind,Plaza,Station Road 46,2,COMMERCIAL,583,507,180130.23,2387.318
BENGALURU EAST,HAL,Metro,Market,Gokulam 40,2,COMMERCIAL,21,17,2396.94,64.229
RAJKOT,Bhakti Nagar,S2,Complex,High Street 89,2,COMMERCIAL,967,881,1616023.86,3192.097
KOTA,Naya Pura,Ind,Main,Janpath 1,2,COMMERCIAL,1310,1125,1755450.14,5290.638
MANGALURU,Puttur,Central,Market,Gokulam 15,2,COMMERCIAL,1464,1182,1429118.12,5938.881
JODHPUR,Jodhpur City,W5,Complex,Gokulam 78,2,COMMERCIAL,75,61,23551.5,237.547
DURGAPUR,Durgapur Rural,Town,Plaza,Temple View 18,2,COMMERCIAL,1222,1079,1752157.76,2298.536
BHOPAL,Arera Colony,Metro,Main,Station Road 75,2,COMMERCIAL,916,901,864570.16,3717.196
PUNE,Hadapsar,N1,Bazaar,New Town 89,2,COMMERCIAL,562,558,339205.47,2778.552
KOLKATA NORTH,Barasat,S2,Extension,Business Park 10,2,COMMERCIAL,994,841,1335997.46,2270.985
CHENNAI SOUTH,Adyar,N1,Plaza,Business Park 45,2,COMMERCIAL,844,677,1523205.18,2813.38
PATHANKOT,Narot Jaimal Singh,Rural,Hub,Business Park 61,2,COMMERCIAL,1015,960,415364.28,3043.842
RAJAHMUNDRY,Rajahmundry City,S2,Market,Station Road 58,2,COMMERCIAL,264,218,310584.17,757.036
KANPUR,Kalyanpur,Rural,Main,Temple View 93,2,COMMERCIAL,1287,1037,2544080.06,4854.917
PUNE,Shivajinagar,Town,Market,Station Road 89,2,COMMERCIAL,405,336,756228.78,1398.387
HALDIA,Mahishadal,W5,Market,Old City 43,2,COMMERCIAL,890,742,1697919.72,2567.916
KOCHI,Kadavanthra,Rural,Market,Station Road 34,2,COMMERCIAL,1346,1175,2627597.13,2573.975
BIKANER,Gangashahar,Ind,Section-A,Old City 83,2,COMMERCIAL,1448,1306,2284117.43,3735.018
JAIPUR,Vaishali Nagar,N1,Complex,Janpath 15,2,COMMERCIAL,931,812,1791679.98,1755.193
JAMNAGAR,Digvijay Plot,Metro,Complex,Janpath 99,2,COMMERCIAL,91,79,55421.93,354.986
PALAKKAD,Fort,Rural,Complex,New Town 9,2,COMMERCIAL,735,657,955035.75,1178.197
MADURAI,Usilampatti,Rural,Plaza,Old City 76,2,COMMERCIAL,875,723,1072402.16,3159.794
KOTA,Vigyan Nagar,Rural,Market,Gokulam 36,2,COMMERCIAL,1172,1070,598988.64,3511.72
JABALPUR,Madhotal,N1,Bazaar,Temple View 59,2,COMMERCIAL,1347,1245,1834015.46,5232.898
HALDIA,Sutahata,Metro,Extension,Station Road 78,2,COMMERCIAL,403,377,518485.63,569.211
KALABURAGI,Kalaburagi South,W5,Extension,Business Park 19,2,COMMERCIAL,92,77,11416.65,330.201
MYSURU,Nanjangud,Ind,Main,New Town 93,2,COMMERCIAL,406,393,481452.18,1221.94
RAJAHMUNDRY,Rajahmundry City,Ind,Hub,Business Park 57,2,COMMERCIAL,1384,1119,2733153.56,4140.615
CHENNAI SOUTH,Tambaram,C3,Section-A,New Town 79,2,COMMERCIAL,29,23,37969.72,132.723
JAIPUR,Amer,W5,Section-A,High Street 18,2,COMMERCIAL,900,730,1693585.5,1460.741
VIJAYAWADA,Governorpet,W5,Hub,Station Road 20,2,COMMERCIAL,658,584,1211124.66,2121.896
BARAMATI,Phaltan,C3,Bazaar,Temple View 37,2,COMMERCIAL,1255,1227,486962.4,4417.049
BHOPAL,Bittan Market,Rural,Section-A,Business Park 58,2,COMMERCIAL,149,135,122318.86,309.009
TRIVANDRUM,Pattom,Rural,Complex,Old City 22,2,COMMERCIAL,828,708,1500114.59,4104.455
PATIALA,Patiala Rural,E4,Complex,Station Road 73,2,COMMERCIAL,1141,925,126243.77,1355.349
MADURAI,Usilampatti,Ind,Main,Old City 80,2,COMMERCIAL,1276,1100,543054.83,5652.315
HALDIA,Tamluk,Ind,Hub,Business Park 65,2,COMMERCIAL,843,802,603703.7,2206.776
MOHALI,Phase 11,Metro,Section-B,Temple View 35,2,COMMERCIAL,106,89,156521.07,344.598
HUBBALLI,Hubballi Rural,N1,Bazaar,New Town 81,2,COMMERCIAL,816,755,138203.27,3633.166
SALEM,Omalur,C3,Complex,Gokulam 18,2,COMMERCIAL,701,584,383727.35,983.148
SAGAR,Bina,S2,Extension,Old City 39,2,COMMERCIAL,686,621,1276511.51,1034.096
JAIPUR,Amer,Town,Main,Station Road 34,2,COMMERCIAL,1429,1212,1494936.39,4732.694
UJJAIN,Tower Chowk,Central,Section-A,High Street 45,2,COMMERCIAL,121,119,205359.21,127.555
HALDIA,Sutahata,Central,Plaza,Gokulam 59,2,COMMERCIAL,499,480,578537.8,894.478
TRIVANDRUM,Kazhakkoottam,C3,Bazaar,Temple View 10,2,COMMERCIAL,1422,1286,2248562.21,2859.828
KOTA,Kota Industrial,Central,Section-A,High Street 99,2,COMMERCIAL,1034,991,1114171.61,3275.771
BIKANER,Gangashahar,C3,Bazaar,Old City 15,2,COMMERCIAL,23,21,45627.43,63.026
GUNTUR,Arundelpet,E4,Section-B,High Street 16,2,COMMERCIAL,252,210,110977.81,1189.391
PATIALA,Patiala Rural,Central,Bazaar,Business Park 28,2,COMMERCIAL,461,428,247176.12,1014.823
RAJKOT,Rajkot Rural,Ind,Market,Janpath 99,2,COMMERCIAL,1273,1203,1583417.45,3031.183
TIRUPATI,Balaji Colony,Rural,Bazaar,New Town 17,2,COMMERCIAL,1433,1328,2686625.35,1617.118
BIKANER,Napasar,Ind,Plaza,Old City 88,2,COMMERCIAL,746,670,531250.78,1410.253
PATHANKOT,Su過npur,Town,Hub,Gokulam 57,2,COMMERCIAL,1376,1237,607145.38,4036.432
MEERUT,Meerut City,C3,Hub,Janpath 79,2,COMMERCIAL,148,147,77000.44,727.717
VISAKHAPATNAM,Madhurawada,Ind,Bazaar,Janpath 77,2,COMMERCIAL,1080,885,408846.14,4668.333
GANDHINAGAR,Kalol,E4,Hub,New Town 27,2,COMMERCIAL,209,188,138348.99,774.989
PATHANKOT,Su過npur,W5,Section-B,Business Park 33,2,COMMERCIAL,1450,1300,1150555.82,2885.809
RAJKOT,University Road,W5,Main,Janpath 40,2,COMMERCIAL,330,287,533186.44,369.16
MANGALURU,Bantwal,Central,Hub,High Street 88,2,COMMERCIAL,468,407,915928.61,1024.637
VADODARA,Akota,Rural,Bazaar,Gokulam 85,2,COMMERCIAL,1409,1275,1916403.84,2754.779
KOZHIKODE,Kozhikode Town,Town,Main,Janpath 74,2,COMMERCIAL,201,193,186570.23,335.098
RAJAHMUNDRY,Kadiyam,W5,Bazaar,Station Road 100,2,COMMERCIAL,862,823,256774.61,3467.89
KOLLAM,Karunagappally,Town,Complex,Gokulam 3,2,COMMERCIAL,223,214,299350.26,400.911
PATHANKOT,Su過npur,Metro,Plaza,Old City 35,2,COMMERCIAL,523,442,72527.24,1583.302
REWA,Mangawan,Central,Plaza,Gokulam 86,2,COMMERCIAL,1012,844,766744.1,3512.87
GUNTUR,Guntur Rural,Central,Section-B,Gokulam 38,2,COMMERCIAL,219,190,185690.78,488.783
TRICHY,Srirangam,Rural,Bazaar,New Town 67,2,COMMERCIAL,536,491,250204.66,2276.517
VISAKHAPATNAM,Gajuwaka,Rural,Extension,New Town 38,2,COMMERCIAL,1200,1156,893078.46,4263.284
JALANDHAR,Model Town,S2,Extension,Business Park 52,2,COMMERCIAL,1448,1220,202227.03,4261.127
VADODARA,Fatehgunj,W5,Hub,Gokulam 92,2,COMMERCIAL,397,375,215343.88,1149.138
ASANSOL,Jamuria,Metro,Extension,Old City 96,2,COMMERCIAL,623,543,473784.58,1229.541
JODHPUR,Sardarpura,Metro,Plaza,Temple View 80,2,COMMERCIAL,841,811,957568.05,2313.23
COIMBATORE,Peelamedu,N1,Hub,High Street 59,2,COMMERCIAL,1405,1307,2314393.05,3088.697
BHOPAL,Arera Colony,Rural,Section-B,Temple View 69,2,COMMERCIAL,582,530,698536.59,2389.43
CHENNAI SOUTH,Tambaram,E4,Hub,Station Road 25,2,COMMERCIAL,1240,1153,1945143.86,3903.613
HALDIA,Haldia Port,E4,Extension,Station Road 29,2,COMMERCIAL,1108,1019,1173187.44,2406.065
BHAVNAGAR,Palitana,Town,Main,Station Road 34,2,COMMERCIAL,707,703,310150.62,1258.598
KOZHIKODE,Mavoor Road,W5,Section-A,Temple View 6,2,COMMERCIAL,1026,925,365264.53,1249.703
KOZHIKODE,Mavoor Road,Central,Bazaar,Business Park 64,2,COMMERCIAL,940,872,859443.56,1302.573
CHENNAI SOUTH,Adyar,Town,Plaza,Janpath 85,2,COMMERCIAL,910,844,1288692.19,2340.16
AGRA,Loha Mandi,Central,Hub,Janpath 15,2,COMMERCIAL,637,589,1232894.99,1103.871
RAJAHMUNDRY,Dowleswaram,Central,Section-A,Gokulam 77,2,COMMERCIAL,664,609,803264.42,1569.136
DURGAPUR,Durgapur Rural,S2,Extension,Old City 66,2,COMMERCIAL,1219,1134,487832.59,3153.018
THRISSUR,Thrissur Town,Rural,Hub,Business Park 94,2,COMMERCIAL,192,159,167088.15,713.122
REWA,Rewa City,W5,Section-A,Old City 23,2,COMMERCIAL,1206,1146,1766242.35,2009.152
JABALPUR,Jabalpur Rural,W5,Section-A,New Town 19,2,COMMERCIAL,1171,1022,1490432.6,2946.744
AMRITSAR,Lawrence Road,W5,Extension,Station Road 90,2,COMMERCIAL,239,202,327537.0,912.925
CHENNAI SOUTH,Guindy,W5,Hub,New Town 57,2,COMMERCIAL,1488,1253,2681867.91,6887.902
CHENNAI NORTH,T Nagar,Rural,Section-A,Station Road 66,2,COMMERCIAL,356,322,413146.76,954.313
NELLORE,Trunk Road,C3,Bazaar,High Street 2,2,COMMERCIAL,709,648,281726.75,3501.283
CHENNAI SOUTH,Mylapore,C3,Main,Business Park 93,2,COMMERCIAL,5,4,5313.65,12.988
RAJAHMUNDRY,Rajahmundry City,Rural,Market,Gokulam 28,2,COMMERCIAL,1377,1277,527874.01,2886.382
AJMER,Madar Gate,Ind,Section-A,Janpath 22,2,COMMERCIAL,1002,810,239120.69,3176.374
AURANGABAD,Paithan Gate,C3,Section-A,Janpath 69,2,COMMERCIAL,30,27,23009.3,71.121
VISAKHAPATNAM,Madhurawada,E4,Main,Temple View 87,2,COMMERCIAL,1366,1097,1516454.14,6405.496
HUBBALLI,Hubballi Rural,N1,Section-A,Business Park 44,2,COMMERCIAL,1499,1215,2663650.25,2915.727
RAJAHMUNDRY,Rajahmundry Rural,Rural,Extension,Business Park 5,2,COMMERCIAL,288,234,362574.96,896.893
MOHALI,Phase 3B2,Central,Bazaar,Business Park 76,2,COMMERCIAL,1328,1137,2313509.27,2568.217
AJMER,Pushkar,Ind,Main,New Town 24,2,COMMERCIAL,522,438,409790.04,1067.517
MOHALI,Phase 11,E4,Market,Station Road 100,2,COMMERCIAL,738,607,477045.42,3293.8
CHENNAI NORTH,Perambur,N1,Plaza,Janpath 36,2,COMMERCIAL,770,709,1087845.9,2332.342
AMRITSAR,Golden Temple Area,Metro,Section-A,Temple View 35,2,COMMERCIAL,793,730,410383.08,3513.847
KOLKATA SOUTH,Ballygunge,C3,Bazaar,Old City 41,2,COMMERCIAL,619,522,1129531.21,1426.15
NAGPUR,Nagpur Rural,N1,Hub,High Street 93,2,COMMERCIAL,1348,1267,284364.8,3773.473
AHMEDABAD,Naroda,E4,Section-B,Old City 98,2,COMMERCIAL,272,268,121261.14,434.481
LUDHIANA,Ludhiana Rural,E4,Extension,Station Road 37,2,COMMERCIAL,822,683,891844.45,2036.215
KURNOOL,Kurnool City,C3,Market,Station Road 17,2,COMMERCIAL,13,11,12144.38,37.68
BIKANER,Bikaner City,Rural,Main,High Street 53,2,COMMERCIAL,160,128,213891.64,467.395
INDORE,Vijay Nagar,Central,Extension,Business Park 25,2,COMMERCIAL,1284,1223,2203657.97,1699.347
BIKANER,Napasar,W5,Section-A,New Town 10,2,COMMERCIAL,1367,1150,2094427.08,3792.994
BHOPAL,Bairagarh,Central,Complex,New Town 85,2,COMMERCIAL,77,69,148097.23,190.782
JALANDHAR,Civil Lines,E4,Plaza,Old City 81,2,COMMERCIAL,378,362,58685.11,524.537
BATHINDA,Rampura Phul,Central,Section-A,New Town 5,2,COMMERCIAL,1481,1217,2803371.9,3657.731
HOWRAH,Shibpur,Central,Hub,Temple View 89,2,COMMERCIAL,1207,1006,2294660.82,2542.248
AMRITSAR,Golden Temple Area,Town,Market,Station Road 67,2,COMMERCIAL,1003,897,108485.02,2212.146
COIMBATORE,Pollachi,N1,Extension,Gokulam 72,2,COMMERCIAL,921,883,434942.6,1742.015
VISAKHAPATNAM,Gajuwaka,S2,Hub,Janpath 17,2,COMMERCIAL,1317,1166,1257482.06,6337.795
SILIGURI,Matigara,W5,Hub,Business Park 100,2,COMMERCIAL,551,524,116967.75,815.113
BHOPAL,Bhopal City,Metro,Section-B,Station Road 95,2,COMMERCIAL,1274,1226,607769.53,1385.559
PATIALA,22 No Phatak,Metro,Plaza,Temple View 42,2,COMMERCIAL,748,694,1493165.41,2303.402
