Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
PORT BLAIR,City Circle,Zone-C,Main Market,Arcade-68497,2,COMMERCIAL,1739,1721,2565348.57,2697.688
SILVASSA,Industrial Circle,E3,Tech Park,Complex-68498,2,COMMERCIAL,2387,1942,3813097.59,5087.341
DAMAN,Moti Daman,W4,Railway Colony,Plaza-68499,2,COMMERCIAL,747,693,1159522.79,5265.733
VIJAYAWADA,Besant Road,Industrial-X,New Extension,Plaza-68500,2,COMMERCIAL,1747,1672,2327929.79,7622.18
ITANAGAR,Capital Division,Township,A-Block,Junction-68501,2,COMMERCIAL,934,795,1648484.58,5018.0
DIBRUGARH,Tinsukia,Metro-A,Tech Park,Complex-68502,2,COMMERCIAL,76,69,25420.94,444.808
MUZAFFARPUR,Bela,Rural-Zone,Railway Colony,Complex-68503,2,COMMERCIAL,2190,2127,1573302.61,8989.871
RAIPUR,Rural Circle,Industrial-X,Railway Colony,Villas-68504,2,COMMERCIAL,230,218,96040.21,1305.075
MARGAO,Division IV,E3,Main Market,Square-68505,2,COMMERCIAL,1015,791,1048525.15,1264.232
SURAT,Udhna,Industrial-X,Railway Colony,Square-68506,2,COMMERCIAL,1188,1139,1356377.46,8903.918
FARIDABAD,Greater Faridabad,Industrial-X,Railway Colony,Plaza-68507,2,COMMERCIAL,1220,1120,1389421.26,9032.87
SHIMLA,Kasumpti,W4,High Street,Plaza-68508,2,COMMERCIAL,338,329,547534.46,1018.656
RANCHI,New Capital,Township,Railway Colony,Terrace-68509,2,COMMERCIAL,2034,1822,1024486.22,6804.486
BENGALURU,Indiranagar,Rural-Zone,B-Block,Arcade-68510,2,COMMERCIAL,83,81,145619.13,206.098
KOCHI,Ernakulam,Township,Main Market,Plaza-68511,2,COMMERCIAL,2357,2116,1370376.02,2498.436
INDORE,Rajwada,Industrial-X,B-Block,Heights-68512,2,COMMERCIAL,1877,1790,562630.34,13993.503
MUMBAI,Bandra,Central-Hub,B-Block,Square-68513,2,COMMERCIAL,397,355,645656.36,554.869
IMPHAL,Division II,Metro-A,New Extension,Terrace-68514,2,COMMERCIAL,50,46,19874.29,201.24
SHILLONG,West Khasi,Industrial-X,B-Block,Villas-68515,2,COMMERCIAL,895,751,389250.06,4194.441
AIZAWL,Division I,Zone-C,High Street,Complex-68516,2,COMMERCIAL,1390,1073,289104.54,3257.226
DIMAPUR,Central,Zone-C,B-Block,Mews-68517,2,COMMERCIAL,1138,1074,1053005.84,6760.903
BHUBANESWAR,BED,Central-Hub,Main Market,Mews-68518,2,COMMERCIAL,1307,1160,1163744.73,9373.653
AMRITSAR,Ranjit Avenue,Township,New Extension,Plaza-68519,2,COMMERCIAL,71,53,71547.56,200.578
JODHPUR,Sardarpura,S1,High Street,Square-68520,2,COMMERCIAL,387,321,72572.02,1868.53
GANGTOK,Division I,Township,New Extension,Complex-68521,2,COMMERCIAL,694,629,788088.92,1666.548
CHENNAI,T Nagar,Metro-A,A-Block,Square-68522,2,COMMERCIAL,1501,1177,1414688.36,3906.938
WARANGAL,Station Road,E3,A-Block,Square-68523,2,COMMERCIAL,495,465,632782.54,2027.687
AGARTALA,Badharghat,W4,Tech Park,Terrace-68524,2,COMMERCIAL,1255,1155,1781095.87,8225.696
LUCKNOW,Gomti Nagar,W4,A-Block,Plaza-68525,2,COMMERCIAL,982,746,1273581.91,3921.068
DEHRADUN,North,Industrial-X,Tech Park,Square-68526,2,COMMERCIAL,2311,1987,449075.84,11103.234
SILIGURI,Town,W4,A-Block,Arcade-68527,2,COMMERCIAL,631,622,154425.33,1833.945
CENTRAL DELHI,Paharganj,Industrial-X,Tech Park,Terrace-68528,2,COMMERCIAL,2411,2354,2983416.66,7544.184
JAMMU,Canal Division,Metro-A,B-Block,Square-68529,2,COMMERCIAL,60,50,111699.73,425.562
KARGIL,Town Division,Metro-A,New Extension,Plaza-68530,2,COMMERCIAL,1202,925,772258.06,3019.931
CHANDIGARH,Sector 17,Central-Hub,New Extension,Heights-68531,2,COMMERCIAL,1043,957,1139855.77,4347.813
PUDUCHERRY,Rural,Township,High Street,Mews-68532,2,COMMERCIAL,800,634,1574965.07,2855.6
PORT BLAIR,City Circle,Metro-A,Main Market,Junction-68533,2,COMMERCIAL,1040,954,2122324.85,904.351
SILVASSA,Industrial Circle,Central-Hub,B-Block,Junction-68534,2,COMMERCIAL,746,596,749657.93,1432.655
DAMAN,Nani Daman,Metro-A,High Street,Villas-68535,2,COMMERCIAL,2024,1659,1521592.38,8890.09
VIJAYAWADA,Governorpet,W4,Main Market,Square-68536,2,COMMERCIAL,1625,1339,2950349.13,1424.294
ITANAGAR,Capital Division,Metro-A,A-Block,Arcade-68537,2,COMMERCIAL,1819,1545,3556096.66,4575.052
DIBRUGARH,Tinsukia,Rural-Zone,Tech Park,Mews-68538,2,COMMERCIAL,2419,2337,3567452.41,7740.425
MUZAFFARPUR,Rural,Central-Hub,Tech Park,Heights-68539,2,COMMERCIAL,1777,1615,3404788.18,2869.267
RAIPUR,City Circle,Township,High Street,Mews-68540,2,COMMERCIAL,685,653,1399171.86,5038.915
PANAJI,Division I,Township,B-Block,Plaza-68541,2,COMMERCIAL,1726,1580,2819605.22,7569.295
VADODARA,Makarpura,Central-Hub,Railway Colony,Heights-68542,2,COMMERCIAL,792,774,1116996.55,1111.346
GURUGRAM,Sohna Road,S1,B-Block,Complex-68543,2,COMMERCIAL,2196,2172,1704385.61,12503.512
SHIMLA,Totu,S1,Railway Colony,Plaza-68544,2,COMMERCIAL,728,605,734000.02,2194.428
RANCHI,Central,Rural-Zone,B-Block,Complex-68545,2,COMMERCIAL,2014,1901,4324132.32,14433.12
BENGALURU,HSR Layout,N2,B-Block,Terrace-68546,2,COMMERCIAL,364,358,299985.02,1223.893
TRIVANDRUM,Pattom,Central-Hub,High Street,Mews-68547,2,COMMERCIAL,922,855,589250.82,1807.657
BHOPAL,Bairagarh,Metro-A,Tech Park,Mews-68548,2,COMMERCIAL,1394,1111,2746270.48,2598.297
NAGPUR,Sitabuldi,Industrial-X,Tech Park,Complex-68549,2,COMMERCIAL,540,454,946420.25,3187.665
IMPHAL,Division II,Township,Main Market,Junction-68550,2,COMMERCIAL,2311,1845,4378223.65,3640.973
SHILLONG,West Khasi,N2,New Extension,Arcade-68551,2,COMMERCIAL,446,347,456188.17,3223.63
AIZAWL,Bawngkawn,Zone-C,A-Block,Junction-68552,2,COMMERCIAL,1732,1485,928579.86,1568.44
DIMAPUR,Industrial,Metro-A,Railway Colony,Arcade-68553,2,COMMERCIAL,1561,1464,1473444.29,7218.398
BHUBANESWAR,BCP,Metro-A,New Extension,Terrace-68554,2,COMMERCIAL,97,82,94879.07,564.089
AMRITSAR,Cantt,N2,High Street,Arcade-68555,2,COMMERCIAL,1409,1218,573930.27,6653.973
JAIPUR,Vaishali,Zone-C,Main Market,Villas-68556,2,COMMERCIAL,2267,2115,1695497.87,8525.782
GANGTOK,Division I,W4,B-Block,Plaza-68557,2,COMMERCIAL,1781,1595,3801460.3,2601.351
CHENNAI,T Nagar,S1,Tech Park,Square-68558,2,COMMERCIAL,879,704,1444739.27,6394.903
HYDERABAD,Gachibowli,Industrial-X,B-Block,Square-68559,2,COMMERCIAL,676,627,222297.85,1337.649
AGARTALA,Division II,Metro-A,Tech Park,Plaza-68560,2,COMMERCIAL,974,879,294747.06,1521.481
LUCKNOW,Gomti Nagar,Zone-C,New Extension,Junction-68561,2,COMMERCIAL,1281,972,2127599.21,5401.022
HALDWANI,Lalkuan,W4,Railway Colony,Terrace-68562,2,COMMERCIAL,112,101,59294.9,98.117
KOLKATA,Behala,Zone-C,New Extension,Heights-68563,2,COMMERCIAL,1561,1465,3226978.55,11528.675
CENTRAL DELHI,Connaught Place,W4,High Street,Arcade-68564,2,COMMERCIAL,1805,1547,2105533.34,11498.762
JAMMU,Bari Brahmana,Industrial-X,High Street,Arcade-68565,2,COMMERCIAL,1098,849,1795432.99,5279.845
LEH,Town Division,Rural-Zone,Railway Colony,Terrace-68566,2,COMMERCIAL,624,606,1138657.65,4037.967
CHANDIGARH,Sector 35,E3,High Street,Junction-68567,2,COMMERCIAL,1445,1132,2826258.53,1766.925
PUDUCHERRY,Town Division,S1,Main Market,Junction-68568,2,COMMERCIAL,1808,1787,3526988.32,3530.241
PORT BLAIR,Haddo,Zone-C,B-Block,Villas-68569,2,COMMERCIAL,255,236,150713.2,1397.18
SILVASSA,Industrial Circle,Central-Hub,Tech Park,Complex-68570,2,COMMERCIAL,2321,1961,4947544.76,15366.1
DAMAN,Moti Daman,Rural-Zone,High Street,Villas-68571,2,COMMERCIAL,35,32,17414.5,95.435
VIJAYAWADA,Besant Road,Industrial-X,Main Market,Heights-68572,2,COMMERCIAL,56,50,94068.21,49.509
PASIGHAT,East Siang,N2,New Extension,Terrace-68573,2,COMMERCIAL,587,496,176422.72,1729.32
DIBRUGARH,Rural,Central-Hub,B-Block,Heights-68574,2,COMMERCIAL,229,178,331927.97,916.772
PATNA,Kankarbagh,W4,A-Block,Mews-68575,2,COMMERCIAL,2106,1610,1344461.89,3880.453
RAIPUR,Abhanpur,Central-Hub,Railway Colony,Complex-68576,2,COMMERCIAL,1748,1441,1499256.47,3758.882
PANAJI,Division I,Rural-Zone,A-Block,Terrace-68577,2,COMMERCIAL,2255,1749,931149.23,14012.821
VADODARA,Akota,E3,Tech Park,Square-68578,2,COMMERCIAL,1094,1070,845011.43,4028.647
GURUGRAM,Suburban,S1,Tech Park,Terrace-68579,2,COMMERCIAL,1927,1598,1121931.5,2264.8
DHARAMSHALA,Palampur,N2,High Street,Terrace-68580,2,COMMERCIAL,201,155,117230.11,1294.233
JAMSHEDPUR,Adityapur,Metro-A,New Extension,Plaza-68581,2,COMMERCIAL,1144,985,1930215.73,4763.105
HUBBALLI,Dharwad Town,Zone-C,Railway Colony,Heights-68582,2,COMMERCIAL,504,472,683235.7,2285.737
TRIVANDRUM,Statue,Central-Hub,Tech Park,Plaza-68583,2,COMMERCIAL,1207,993,1767551.0,6948.247
INDORE,MG Road,Central-Hub,A-Block,Heights-68584,2,COMMERCIAL,1329,1027,1998202.35,9697.109
MUMBAI,Bandra,Metro-A,High Street,Plaza-68585,2,COMMERCIAL,129,108,203008.12,779.553
IMPHAL,Division II,W4,A-Block,Mews-68586,2,COMMERCIAL,1622,1486,1261323.11,3939.444
SHILLONG,Laitumkhrah,Industrial-X,B-Block,Junction-68587,2,COMMERCIAL,2309,1918,1953824.52,7002.05
AIZAWL,Bawngkawn,Rural-Zone,B-Block,Mews-68588,2,COMMERCIAL,50,41,59281.91,88.696
KOHIMA,Town Division,N2,New Extension,Villas-68589,2,COMMERCIAL,1129,958,2416785.04,2591.809
BHUBANESWAR,BED,W4,Main Market,Square-68590,2,COMMERCIAL,1592,1444,935611.33,7006.758
LUDHIANA,Aggar Nagar,Rural-Zone,Tech Park,Heights-68591,2,COMMERCIAL,692,580,574935.42,5146.22
JODHPUR,Basni,Township,Railway Colony,Plaza-68592,2,COMMERCIAL,786,667,1106866.14,1562.885
GANGTOK,Division I,S1,B-Block,Plaza-68593,2,COMMERCIAL,1459,1104,2896235.32,4996.153
CHENNAI,T Nagar,Central-Hub,New Extension,Complex-68594,2,COMMERCIAL,957,724,857450.93,4716.624
HYDERABAD,Banjara Hills,Central-Hub,Main Market,Junction-68595,2,COMMERCIAL,1613,1272,2835633.88,1871.862
AGARTALA,Division I,Metro-A,Railway Colony,Mews-68596,2,COMMERCIAL,2487,2049,3828867.91,15415.132
LUCKNOW,Gomti Nagar,W4,New Extension,Complex-68597,2,COMMERCIAL,770,581,938507.86,2047.938
DEHRADUN,North,E3,Tech Park,Junction-68598,2,COMMERCIAL,434,360,264906.96,2019.69
KOLKATA,Behala,Metro-A,New Extension,Mews-68599,2,COMMERCIAL,1144,1128,2508226.32,1639.192
CENTRAL DELHI,Connaught Place,W4,High Street,Arcade-68600,2,COMMERCIAL,1400,1332,1451811.5,9716.26
SRINAGAR,Karan Nagar,W4,B-Block,Terrace-68601,2,COMMERCIAL,2304,1964,3665550.77,7492.095
KARGIL,Town Division,Township,Main Market,Heights-68602,2,COMMERCIAL,782,694,1382808.82,5784.889
CHANDIGARH,Sector 22,W4,Main Market,Mews-68603,2,COMMERCIAL,153,122,187027.63,587.745
PUDUCHERRY,Oulgaret,Metro-A,High Street,Terrace-68604,2,COMMERCIAL,444,359,406054.71,2264.729
PORT BLAIR,City Circle,Township,Main Market,Villas-68605,2,COMMERCIAL,31,24,38094.97,35.289
SILVASSA,Amli,Central-Hub,B-Block,Arcade-68606,2,COMMERCIAL,1036,958,1033120.57,1696.881
DAMAN,Nani Daman,W4,High Street,Junction-68607,2,COMMERCIAL,411,336,688294.46,1749.66
TIRUPATI,Renigunta,Central-Hub,Tech Park,Complex-68608,2,COMMERCIAL,1651,1321,1564449.51,1975.008
ITANAGAR,Naharlagun,E3,High Street,Terrace-68609,2,COMMERCIAL,530,496,665533.25,3649.774
GUWAHATI,Dispur,Metro-A,Tech Park,Arcade-68610,2,COMMERCIAL,1163,1097,1703776.08,6942.077
MUZAFFARPUR,Rural,Industrial-X,B-Block,Villas-68611,2,COMMERCIAL,2065,1664,1975346.58,9405.811
BILASPUR,Tifra,Township,Tech Park,Villas-68612,2,COMMERCIAL,815,743,285840.01,2857.823
PANAJI,Division II,N2,Main Market,Square-68613,2,COMMERCIAL,2258,2117,2442100.08,3419.346
SURAT,Varachha,W4,High Street,Junction-68614,2,COMMERCIAL,1663,1412,2755759.22,6978.988
GURUGRAM,City,Industrial-X,Tech Park,Heights-68615,2,COMMERCIAL,1156,1152,236635.53,6364.017
SHIMLA,Totu,Zone-C,Railway Colony,Mews-68616,2,COMMERCIAL,1124,854,2290101.09,1553.092
JAMSHEDPUR,Adityapur,W4,Main Market,Arcade-68617,2,COMMERCIAL,1937,1872,3303793.12,13692.609
MYSURU,Nanjangud,Rural-Zone,New Extension,Arcade-68618,2,COMMERCIAL,1132,1042,1003294.69,4799.165
KOCHI,Edappally,W4,Main Market,Villas-68619,2,COMMERCIAL,2383,1855,4540406.52,14543.505
INDORE,Rajwada,Zone-C,High Street,Square-68620,2,COMMERCIAL,1371,1202,1830260.64,10218.276
NAGPUR,Gandhibagh,E3,Railway Colony,Terrace-68621,2,COMMERCIAL,910,843,845236.09,2062.873
IMPHAL,Division I,Rural-Zone,High Street,Arcade-68622,2,COMMERCIAL,1620,1543,3427875.79,2091.142
SHILLONG,West Khasi,Township,B-Block,Complex-68623,2,COMMERCIAL,2154,1983,2981375.16,11805.833
AIZAWL,Bawngkawn,Township,Tech Park,Heights-68624,2,COMMERCIAL,457,408,184396.16,2573.304
KOHIMA,Rural,Central-Hub,High Street,Mews-68625,2,COMMERCIAL,1487,1427,1534082.53,3525.018
CUTTACK,Choudwar,Industrial-X,B-Block,Villas-68626,2,COMMERCIAL,1829,1824,1854245.87,9210.041
AMRITSAR,Cantt,Central-Hub,New Extension,Arcade-68627,2,COMMERCIAL,406,326,672593.53,1361.566
JAIPUR,Mansarovar,Central-Hub,Railway Colony,Arcade-68628,2,COMMERCIAL,1313,1168,546944.43,6389.305
GANGTOK,Division II,E3,High Street,Plaza-68629,2,COMMERCIAL,417,410,352592.54,451.85
COIMBATORE,Peelamedu,Central-Hub,High Street,Junction-68630,2,COMMERCIAL,420,364,117243.91,1885.554
HYDERABAD,Secunderabad,N2,New Extension,Complex-68631,2,COMMERCIAL,1389,1087,1417142.51,8546.945
AGARTALA,Badharghat,E3,A-Block,Mews-68632,2,COMMERCIAL,513,461,748053.99,1615.972
NOIDA,Greater Noida,Metro-A,Railway Colony,Villas-68633,2,COMMERCIAL,1583,1286,3025461.3,4095.653
DEHRADUN,North,Zone-C,High Street,Complex-68634,2,COMMERCIAL,1286,1260,2620745.73,2517.427
SILIGURI,Town,N2,Main Market,Heights-68635,2,COMMERCIAL,1909,1847,4175429.46,10843.535
SOUTH DELHI,Saket,Central-Hub,Railway Colony,Arcade-68636,2,COMMERCIAL,101,88,58302.64,96.899
SRINAGAR,Division II,Zone-C,A-Block,Plaza-68637,2,COMMERCIAL,693,651,379162.05,3838.84
LEH,Town Division,Rural-Zone,A-Block,Square-68638,2,COMMERCIAL,1545,1340,1649533.11,2553.565
CHANDIGARH,Sector 22,Industrial-X,A-Block,Mews-68639,2,COMMERCIAL,1300,1283,807446.2,5451.191
PUDUCHERRY,Rural,Central-Hub,Tech Park,Arcade-68640,2,COMMERCIAL,14,12,3089.1,104.198
PORT BLAIR,Haddo,E3,Tech Park,Mews-68641,2,COMMERCIAL,1633,1377,2023520.73,5041.874
SILVASSA,Amli,Zone-C,B-Block,Junction-68642,2,COMMERCIAL,1970,1625,1843174.7,5191.58
DAMAN,Moti Daman,W4,B-Block,Arcade-68643,2,COMMERCIAL,2,1,3619.58,7.848
VIJAYAWADA,Gunadala,Township,A-Block,Terrace-68644,2,COMMERCIAL,1605,1527,400631.67,11179.305
PASIGHAT,East Siang,Central-Hub,B-Block,Plaza-68645,2,COMMERCIAL,1887,1548,683232.12,7903.338
GUWAHATI,Maligaon,S1,Main Market,Square-68646,2,COMMERCIAL,1644,1357,536560.84,6949.664
PATNA,PESU East,W4,Tech Park,Terrace-68647,2,COMMERCIAL,355,352,635329.48,1464.859
RAIPUR,City Circle,Township,B-Block,Complex-68648,2,COMMERCIAL,2496,2145,3711912.32,10686.843
PANAJI,Division I,W4,High Street,Terrace-68649,2,COMMERCIAL,2035,1789,365736.92,3108.943
VADODARA,Sayajiganj,Rural-Zone,Tech Park,Heights-68650,2,COMMERCIAL,743,559,1144221.8,4748.239
FARIDABAD,Ballabhgarh,Metro-A,Main Market,Square-68651,2,COMMERCIAL,1030,945,467207.4,1520.52
DHARAMSHALA,Palampur,Zone-C,B-Block,Heights-68652,2,COMMERCIAL,381,338,368515.69,2568.856
RANCHI,Doranda,Industrial-X,A-Block,Complex-68653,2,COMMERCIAL,2258,1872,3628342.17,7085.927
MYSURU,Nanjangud,Industrial-X,A-Block,Junction-68654,2,COMMERCIAL,735,696,548146.01,4557.459
KOCHI,Ernakulam,Metro-A,B-Block,Terrace-68655,2,COMMERCIAL,2133,1841,3088820.15,6776.429
INDORE,MG Road,Industrial-X,B-Block,Terrace-68656,2,COMMERCIAL,1489,1246,415340.29,6644.725
MUMBAI,Dharavi,Zone-C,High Street,Complex-68657,2,COMMERCIAL,1744,1419,1399045.48,4460.794
IMPHAL,Division II,Industrial-X,Tech Park,Villas-68658,2,COMMERCIAL,1847,1536,519434.03,9220.154
SHILLONG,Laitumkhrah,Rural-Zone,Tech Park,Junction-68659,2,COMMERCIAL,2235,1976,1894728.04,15227.795
AIZAWL,Bawngkawn,Industrial-X,Railway Colony,Villas-68660,2,COMMERCIAL,557,442,167039.23,1879.63
DIMAPUR,Central,E3,Railway Colony,Square-68661,2,COMMERCIAL,638,568,147335.84,2651.461
BHUBANESWAR,Bhubaneswar Rural,Township,Main Market,Complex-68662,2,COMMERCIAL,990,922,183932.15,6485.845
AMRITSAR,Cantt,S1,Tech Park,Complex-68663,2,COMMERCIAL,2330,2266,622652.51,5407.642
JODHPUR,City,S1,Tech Park,Terrace-68664,2,COMMERCIAL,1653,1595,1383403.12,11070.316
GANGTOK,Division II,E3,Main Market,Square-68665,2,COMMERCIAL,286,246,235652.15,1748.078
COIMBATORE,Peelamedu,W4,Main Market,Square-68666,2,COMMERCIAL,1383,1092,1370743.74,5647.748
HYDERABAD,Gachibowli,Zone-C,High Street,Villas-68667,2,COMMERCIAL,592,476,1158064.29,2384.265
AGARTALA,Division I,Industrial-X,Railway Colony,Plaza-68668,2,COMMERCIAL,225,208,456497.78,410.683
LUCKNOW,Hazratganj,W4,A-Block,Junction-68669,2,COMMERCIAL,1695,1531,3171886.58,4954.099
DEHRADUN,North,Metro-A,Main Market,Heights-68670,2,COMMERCIAL,1607,1273,487236.78,3112.67
KOLKATA,Behala,Zone-C,New Extension,Heights-68671,2,COMMERCIAL,630,526,1175676.8,2081.121
CENTRAL DELHI,Paharganj,Rural-Zone,High Street,Villas-68672,2,COMMERCIAL,1351,1220,2407816.34,8543.142
JAMMU,Bari Brahmana,Zone-C,B-Block,Junction-68673,2,COMMERCIAL,2339,1814,979116.77,9862.407
LEH,Town Division,Industrial-X,Tech Park,Villas-68674,2,COMMERCIAL,163,147,74756.34,152.656
CHANDIGARH,Sector 35,N2,New Extension,Arcade-68675,2,COMMERCIAL,336,281,128212.01,2298.218
PUDUCHERRY,Town Division,Central-Hub,A-Block,Complex-68676,2,COMMERCIAL,160,151,301063.28,416.772
PORT BLAIR,City Circle,N2,New Extension,Mews-68677,2,COMMERCIAL,1585,1493,2369740.76,8196.416
SILVASSA,Industrial Circle,Metro-A,New Extension,Complex-68678,2,COMMERCIAL,515,448,388475.79,3224.446
DAMAN,Nani Daman,W4,High Street,Square-68679,2,COMMERCIAL,342,287,70475.17,672.828
TIRUPATI,KT Road,E3,Railway Colony,Terrace-68680,2,COMMERCIAL,2309,2113,1159721.0,3916.408
PASIGHAT,Mebo,Metro-A,New Extension,Arcade-68681,2,COMMERCIAL,1576,1535,2915753.66,2949.021
GUWAHATI,Dispur,E3,B-Block,Terrace-68682,2,COMMERCIAL,22,21,33156.4,99.901
MUZAFFARPUR,Bela,Township,B-Block,Heights-68683,2,COMMERCIAL,1312,1152,926908.89,5297.176
RAIPUR,Abhanpur,Industrial-X,High Street,Plaza-68684,2,COMMERCIAL,1192,1147,1196364.0,7797.435
MARGAO,Division III,W4,New Extension,Heights-68685,2,COMMERCIAL,956,724,1020607.22,3827.454
SURAT,Varachha,Rural-Zone,A-Block,Villas-68686,2,COMMERCIAL,652,641,982830.0,3855.935
GURUGRAM,Sohna Road,Central-Hub,High Street,Heights-68687,2,COMMERCIAL,752,604,1092698.42,4721.196
DHARAMSHALA,Kangra,W4,New Extension,Villas-68688,2,COMMERCIAL,2148,1933,1355963.14,6703.371
JAMSHEDPUR,Mango,S1,A-Block,Complex-68689,2,COMMERCIAL,2075,1659,3076223.88,15207.938
BENGALURU,Indiranagar,Rural-Zone,High Street,Complex-68690,2,COMMERCIAL,232,206,460739.48,201.563
TRIVANDRUM,Statue,Zone-C,Tech Park,Square-68691,2,COMMERCIAL,9,7,2773.71,55.862
INDORE,Rajwada,Rural-Zone,New Extension,Heights-68692,2,COMMERCIAL,1718,1417,296034.95,6614.12
MUMBAI,Dharavi,Industrial-X,Tech Park,Heights-68693,2,COMMERCIAL,2008,1724,713881.98,13437.584
IMPHAL,Division II,Metro-A,Main Market,Villas-68694,2,COMMERCIAL,2329,2139,370848.46,13411.352
SHILLONG,Laitumkhrah,E3,A-Block,Junction-68695,2,COMMERCIAL,2197,1907,4497981.97,5674.518
AIZAWL,Division II,Zone-C,A-Block,Junction-68696,2,COMMERCIAL,196,171,424029.96,1248.883
KOHIMA,Rural,E3,New Extension,Square-68697,2,COMMERCIAL,2375,2314,3508176.39,9235.294
BHUBANESWAR,BCP,Township,New Extension,Square-68698,2,COMMERCIAL,2354,2083,2880103.37,13192.742
LUDHIANA,Aggar Nagar,Rural-Zone,New Extension,Arcade-68699,2,COMMERCIAL,2019,1918,4120872.64,8066.262
JAIPUR,Malviya Nagar,W4,New Extension,Terrace-68700,2,COMMERCIAL,1539,1292,3297057.1,3744.347
GANGTOK,Division II,Zone-C,B-Block,Terrace-68701,2,COMMERCIAL,2474,2435,4449515.8,7157.985
CHENNAI,T Nagar,S1,New Extension,Junction-68702,2,COMMERCIAL,1488,1190,2338280.06,9824.002
HYDERABAD,Secunderabad,E3,High Street,Junction-68703,2,COMMERCIAL,1040,934,1242167.38,3325.338
AGARTALA,Badharghat,Metro-A,B-Block,Villas-68704,2,COMMERCIAL,2010,1894,2662448.38,4085.969
KANPUR,Azad Nagar,N2,New Extension,Terrace-68705,2,COMMERCIAL,142,136,186929.02,611.111
DEHRADUN,Vikas Nagar,Zone-C,New Extension,Heights-68706,2,COMMERCIAL,2049,1869,870064.63,14783.776
KOLKATA,Gariahat,Zone-C,B-Block,Junction-68707,2,COMMERCIAL,998,886,1885667.91,2455.179
CENTRAL DELHI,Paharganj,Rural-Zone,Main Market,Complex-68708,2,COMMERCIAL,1560,1171,804384.65,2091.709
SRINAGAR,Division I,Township,New Extension,Plaza-68709,2,COMMERCIAL,59,57,11725.55,377.729
LEH,Town Division,Township,Railway Colony,Terrace-68710,2,COMMERCIAL,320,310,525070.08,387.491
CHANDIGARH,Sector 17,W4,Main Market,Complex-68711,2,COMMERCIAL,1357,1097,1075023.28,3977.54
PUDUCHERRY,Rural,N2,Railway Colony,Junction-68712,2,COMMERCIAL,148,111,82225.21,956.417
PORT BLAIR,City Circle,S1,Main Market,Complex-68713,2,COMMERCIAL,1082,844,1942499.27,6593.742
SILVASSA,Amli,Rural-Zone,B-Block,Complex-68714,2,COMMERCIAL,1566,1422,1708477.94,7357.624
DAMAN,Moti Daman,Zone-C,New Extension,Heights-68715,2,COMMERCIAL,1756,1587,1900358.38,2667.232
VIJAYAWADA,Gunadala,Township,Railway Colony,Mews-68716,2,COMMERCIAL,200,153,373067.45,1207.953
ITANAGAR,Capital Division,S1,Tech Park,Square-68717,2,COMMERCIAL,2208,2187,4542098.57,2281.612
DIBRUGARH,Tinsukia,N2,High Street,Plaza-68718,2,COMMERCIAL,2168,1652,3987114.04,13181.065
MUZAFFARPUR,Rural,W4,Railway Colony,Villas-68719,2,COMMERCIAL,130,118,259408.28,812.144
BILASPUR,City,Rural-Zone,New Extension,Villas-68720,2,COMMERCIAL,2419,2130,2890108.48,14765.113
PANAJI,Division I,Metro-A,B-Block,Arcade-68721,2,COMMERCIAL,1464,1292,1088912.91,4442.13
VADODARA,Akota,N2,Tech Park,Junction-68722,2,COMMERCIAL,2441,2120,4732232.74,4734.842
FARIDABAD,Ballabhgarh,N2,High Street,Complex-68723,2,COMMERCIAL,545,442,920016.85,1685.038
SHIMLA,Totu,Township,High Street,Villas-68724,2,COMMERCIAL,1564,1374,2924931.41,8513.016
JAMSHEDPUR,Jamshedpur Circle,S1,High Street,Arcade-68725,2,COMMERCIAL,2014,1927,3381301.57,6656.357
MYSURU,Nanjangud,E3,Railway Colony,Arcade-68726,2,COMMERCIAL,2001,1951,1424513.53,6892.435
KOCHI,Marine Drive,Township,High Street,Complex-68727,2,COMMERCIAL,195,167,202020.02,718.632
BHOPAL,Arera Colony,W4,High Street,Mews-68728,2,COMMERCIAL,2167,1733,1425684.73,6232.293
MUMBAI,Dharavi,Central-Hub,High Street,Square-68729,2,COMMERCIAL,690,661,692950.98,617.917
IMPHAL,Division I,N2,Railway Colony,Heights-68730,2,COMMERCIAL,883,662,1649173.82,3145.258
SHILLONG,Laitumkhrah,S1,B-Block,Junction-68731,2,COMMERCIAL,388,298,527266.25,2028.786
AIZAWL,Division II,E3,High Street,Villas-68732,2,COMMERCIAL,391,378,682587.92,1046.569
DIMAPUR,Industrial,S1,A-Block,Complex-68733,2,COMMERCIAL,1609,1466,251499.83,11655.787
BHUBANESWAR,Bhubaneswar Rural,S1,B-Block,Villas-68734,2,COMMERCIAL,116,110,130891.51,631.319
AMRITSAR,Cantt,N2,B-Block,Arcade-68735,2,COMMERCIAL,555,497,1139130.16,1271.384
JAIPUR,Mansarovar,Metro-A,Main Market,Terrace-68736,2,COMMERCIAL,2155,1715,2461711.01,13205.705
GANGTOK,Division II,Central-Hub,A-Block,Junction-68737,2,COMMERCIAL,563,457,794632.77,696.351
COIMBATORE,Peelamedu,E3,Main Market,Mews-68738,2,COMMERCIAL,1796,1585,595169.77,13378.33
HYDERABAD,Gachibowli,E3,High Street,Complex-68739,2,COMMERCIAL,1436,1163,1044465.07,8755.485
