DateTime,City,Consumption_kWh
2025-01-03 15:00:00,Coimbatore,2653
2025-01-03 16:00:00,Indore,2229
2025-01-03 17:00:00,Thane,2488
2025-01-03 18:00:00,Solapur,3488
2025-01-03 19:00:00,Solapur,4291
2025-01-03 20:00:00,Vijayawada,3717
2025-01-03 21:00:00,Dhanbad,2546
2025-01-03 22:00:00,Visakhapatnam,3561
2025-01-03 23:00:00,Ghaziabad,1594
2025-01-04 00:00:00,Bhopal,1575
2025-01-04 01:00:00,Vadodara,1685
2025-01-04 02:00:00,Jodhpur,2322
2025-01-04 03:00:00,Indore,1776
2025-01-04 04:00:00,Madurai,1967
2025-01-04 05:00:00,Kanpur,2182
2025-01-04 06:00:00,Ludhiana,1749
2025-01-04 07:00:00,Varanasi,1525
2025-01-04 08:00:00,Hubli,2185
2025-01-04 09:00:00,Ludhiana,3131
2025-01-04 10:00:00,Rajkot,2529
2025-01-04 11:00:00,Bhopal,2573
2025-01-04 12:00:00,Howrah,3031
2025-01-04 13:00:00,Nagpur,2599
2025-01-04 14:00:00,Vijayawada,2403
2025-01-04 15:00:00,Dhanbad,2572
2025-01-04 16:00:00,Varanasi,2890
2025-01-04 17:00:00,Coimbatore,2303
2025-01-04 18:00:00,Delhi,4243
2025-01-04 19:00:00,Jabalpur,3966
2025-01-04 20:00:00,Gwalior,3365
2025-01-04 21:00:00,Kota,4065
2025-01-04 22:00:00,Kolkata,4834
2025-01-04 23:00:00,Dhanbad,1871
2025-01-05 00:00:00,Patna,2185
2025-01-05 01:00:00,Chandigarh,1303
2025-01-05 02:00:00,Navi Mumbai,2079
2025-01-05 03:00:00,Bangalore,1879
2025-01-05 04:00:00,Visakhapatnam,1944
2025-01-05 05:00:00,Pune,2005
2025-01-05 06:00:00,Coimbatore,1980
2025-01-05 07:00:00,Jodhpur,1773
2025-01-05 08:00:00,Kota,1713
2025-01-05 09:00:00,Faridabad,2388
2025-01-05 10:00:00,Vadodara,3033
2025-01-05 11:00:00,Delhi,2659
2025-01-05 12:00:00,Bangalore,2011
2025-01-05 13:00:00,Bhopal,2888
2025-01-05 14:00:00,Kanpur,2437
2025-01-05 15:00:00,Bangalore,2436
2025-01-05 16:00:00,Jabalpur,2366
2025-01-05 17:00:00,Madurai,2504
2025-01-05 18:00:00,Hubli,3751
2025-01-05 19:00:00,Varanasi,3346
2025-01-05 20:00:00,Jabalpur,3858
2025-01-05 21:00:00,Patna,3781
2025-01-05 22:00:00,Solapur,4563
2025-01-05 23:00:00,Lucknow,1658
2025-01-06 00:00:00,Meerut,1556
2025-01-06 01:00:00,Meerut,2378
2025-01-06 02:00:00,Hyderabad,1594
2025-01-06 03:00:00,Navi Mumbai,2460
2025-01-06 04:00:00,Madurai,2237
2025-01-06 05:00:00,Agra,1594
2025-01-06 06:00:00,Jodhpur,2002
2025-01-06 07:00:00,Jabalpur,1580
2025-01-06 08:00:00,Ranchi,1787
2025-01-06 09:00:00,Allahabad,3137
2025-01-06 10:00:00,Chennai,3167
2025-01-06 11:00:00,Lucknow,2589
2025-01-06 12:00:00,Chandigarh,2054
2025-01-06 13:00:00,Howrah,2251
2025-01-06 14:00:00,Kota,2816
2025-01-06 15:00:00,Nagpur,2910
2025-01-06 16:00:00,Lucknow,3130
2025-01-06 17:00:00,Lucknow,3386
2025-01-06 18:00:00,Nagpur,3570
2025-01-06 19:00:00,Vijayawada,3515
2025-01-06 20:00:00,Dhanbad,3153
2025-01-06 21:00:00,Jaipur,4052
2025-01-06 22:00:00,Kalyan,4126
2025-01-06 23:00:00,Allahabad,2280
2025-01-07 00:00:00,Vadodara,1759
2025-01-07 01:00:00,Indore,1393
2025-01-07 02:00:00,Agra,2269
2025-01-07 03:00:00,Kolkata,1477
2025-01-07 04:00:00,Srinagar,1607
2025-01-07 05:00:00,Hubli,2351
2025-01-07 06:00:00,Ranchi,1534
2025-01-07 07:00:00,Raipur,1902
2025-01-07 08:00:00,Bangalore,2285
2025-01-07 09:00:00,Ahmedabad,2224
2025-01-07 10:00:00,Amritsar,2546
2025-01-07 11:00:00,Aurangabad,2482
2025-01-07 12:00:00,Ahmedabad,3161
2025-01-07 13:00:00,Kota,2450
2025-01-07 14:00:00,Jaipur,2680
2025-01-07 15:00:00,Jaipur,2014
2025-01-07 16:00:00,Srinagar,2159
2025-01-07 17:00:00,Solapur,2540
2025-01-07 18:00:00,Srinagar,2761
2025-01-07 19:00:00,Delhi,4893
2025-01-07 20:00:00,Patna,3082
2025-01-07 21:00:00,Ludhiana,3390
2025-01-07 22:00:00,Jodhpur,3345
2025-01-07 23:00:00,Ranchi,1961
2025-01-08 00:00:00,Allahabad,1301
2025-01-08 01:00:00,Kalyan,1789
2025-01-08 02:00:00,Raipur,2009
2025-01-08 03:00:00,Ahmedabad,1410
2025-01-08 04:00:00,Indore,2014
2025-01-08 05:00:00,Nashik,1789
2025-01-08 06:00:00,Pune,1712
2025-01-08 07:00:00,Meerut,2218
2025-01-08 08:00:00,Jodhpur,1457
2025-01-08 09:00:00,Ranchi,2740
2025-01-08 10:00:00,Kanpur,2671
2025-01-08 11:00:00,Rajkot,2150
2025-01-08 12:00:00,Agra,3047
2025-01-08 13:00:00,Navi Mumbai,2905
2025-01-08 14:00:00,Dhanbad,2432
2025-01-08 15:00:00,Ranchi,2072
2025-01-08 16:00:00,Aurangabad,2508
2025-01-08 17:00:00,Thane,2136
2025-01-08 18:00:00,Jaipur,3531
2025-01-08 19:00:00,Kalyan,4482
2025-01-08 20:00:00,Nagpur,3719
2025-01-08 21:00:00,Nagpur,3930
2025-01-08 22:00:00,Varanasi,3488
2025-01-08 23:00:00,Thane,1881
2025-01-09 00:00:00,Chennai,1419
2025-01-09 01:00:00,Aurangabad,1933
2025-01-09 02:00:00,Kalyan,1463
2025-01-09 03:00:00,Bangalore,1768
2025-01-09 04:00:00,Gwalior,2238
2025-01-09 05:00:00,Jabalpur,1694
2025-01-09 06:00:00,Nashik,2045
2025-01-09 07:00:00,Mumbai,2154
2025-01-09 08:00:00,Ludhiana,2290
2025-01-09 09:00:00,Ludhiana,2027
2025-01-09 10:00:00,Allahabad,2662
2025-01-09 11:00:00,Vijayawada,3024
2025-01-09 12:00:00,Hubli,2506
2025-01-09 13:00:00,Aurangabad,2729
2025-01-09 14:00:00,Delhi,3308
2025-01-09 15:00:00,Vijayawada,2685
2025-01-09 16:00:00,Mumbai,2780
2025-01-09 17:00:00,Kalyan,2196
2025-01-09 18:00:00,Kalyan,3582
2025-01-09 19:00:00,Faridabad,3608
2025-01-09 20:00:00,Kolkata,3355
2025-01-09 21:00:00,Lucknow,4726
2025-01-09 22:00:00,Nagpur,3998
2025-01-09 23:00:00,Solapur,2547
2025-01-10 00:00:00,Agra,1610
2025-01-10 01:00:00,Ludhiana,2312
2025-01-10 02:00:00,Lucknow,1692
2025-01-10 03:00:00,Coimbatore,2046
2025-01-10 04:00:00,Delhi,1768
2025-01-10 05:00:00,Lucknow,1859
2025-01-10 06:00:00,Hubli,2276
2025-01-10 07:00:00,Vadodara,1914
2025-01-10 08:00:00,Raipur,2119
2025-01-10 09:00:00,Srinagar,3329
2025-01-10 10:00:00,Nashik,2663
2025-01-10 11:00:00,Dhanbad,2588
2025-01-10 12:00:00,Bhopal,2923
2025-01-10 13:00:00,Ranchi,2513
2025-01-10 14:00:00,Madurai,2927
2025-01-10 15:00:00,Chennai,3296
2025-01-10 16:00:00,Aurangabad,2572
2025-01-10 17:00:00,Meerut,2958
2025-01-10 18:00:00,Kalyan,3484
2025-01-10 19:00:00,Vijayawada,3872
2025-01-10 20:00:00,Kota,2832
2025-01-10 21:00:00,Ahmedabad,4082
2025-01-10 22:00:00,Ghaziabad,3363
2025-01-10 23:00:00,Bangalore,1838
2025-01-11 00:00:00,Hyderabad,2237
2025-01-11 01:00:00,Howrah,2403
2025-01-11 02:00:00,Bhopal,1948
2025-01-11 03:00:00,Jodhpur,1355
2025-01-11 04:00:00,Jabalpur,1763
2025-01-11 05:00:00,Kota,1791
2025-01-11 06:00:00,Jodhpur,1800
2025-01-11 07:00:00,Pune,1958
2025-01-11 08:00:00,Coimbatore,2296
2025-01-11 09:00:00,Nashik,2070
2025-01-11 10:00:00,Coimbatore,2412
2025-01-11 11:00:00,Ranchi,2910
2025-01-11 12:00:00,Madurai,2362
2025-01-11 13:00:00,Srinagar,2763
2025-01-11 14:00:00,Indore,2940
2025-01-11 15:00:00,Kolkata,2479
2025-01-11 16:00:00,Jaipur,2373
2025-01-11 17:00:00,Jodhpur,2691
2025-01-11 18:00:00,Jabalpur,4082
2025-01-11 19:00:00,Thane,3246
2025-01-11 20:00:00,Bhopal,4263
2025-01-11 21:00:00,Vasai,3611
2025-01-11 22:00:00,Ludhiana,3527
2025-01-11 23:00:00,Coimbatore,1552
2025-01-12 00:00:00,Hyderabad,1883
2025-01-12 01:00:00,Jabalpur,2003
2025-01-12 02:00:00,Jaipur,1961
2025-01-12 03:00:00,Visakhapatnam,1730
2025-01-12 04:00:00,Agra,1845
2025-01-12 05:00:00,Agra,2199
2025-01-12 06:00:00,Gwalior,1641
2025-01-12 07:00:00,Amritsar,2170
2025-01-12 08:00:00,Ludhiana,1756
2025-01-12 09:00:00,Kanpur,2008
2025-01-12 10:00:00,Mumbai,2792
2025-01-12 11:00:00,Srinagar,2858
2025-01-12 12:00:00,Raipur,2255
2025-01-12 13:00:00,Aurangabad,2286
2025-01-12 14:00:00,Chennai,2860
2025-01-12 15:00:00,Aurangabad,2585
2025-01-12 16:00:00,Chennai,1932
2025-01-12 17:00:00,Vijayawada,2136
2025-01-12 18:00:00,Ludhiana,3878
2025-01-12 19:00:00,Amritsar,3030
2025-01-12 20:00:00,Chennai,3422
2025-01-12 21:00:00,Thane,3912
2025-01-12 22:00:00,Bhopal,3354
2025-01-12 23:00:00,Chandigarh,1793
2025-01-13 00:00:00,Indore,2150
2025-01-13 01:00:00,Delhi,1869
2025-01-13 02:00:00,Ghaziabad,1714
2025-01-13 03:00:00,Coimbatore,2107
2025-01-13 04:00:00,Mumbai,1698
2025-01-13 05:00:00,Meerut,1724
2025-01-13 06:00:00,Mumbai,1655
2025-01-13 07:00:00,Howrah,2165
2025-01-13 08:00:00,Bangalore,2095
2025-01-13 09:00:00,Nashik,2834
2025-01-13 10:00:00,Kolkata,1838
2025-01-13 11:00:00,Ahmedabad,2621
2025-01-13 12:00:00,Navi Mumbai,2437
2025-01-13 13:00:00,Madurai,2227
2025-01-13 14:00:00,Gwalior,2749
2025-01-13 15:00:00,Visakhapatnam,2792
2025-01-13 16:00:00,Navi Mumbai,3023
2025-01-13 17:00:00,Kanpur,2964
2025-01-13 18:00:00,Chennai,3403
2025-01-13 19:00:00,Bangalore,3034
2025-01-13 20:00:00,Allahabad,3629
2025-01-13 21:00:00,Jaipur,3759
2025-01-13 22:00:00,Jodhpur,3230
2025-01-13 23:00:00,Nashik,1783
2025-01-14 00:00:00,Kolkata,1329
2025-01-14 01:00:00,Kanpur,1451
2025-01-14 02:00:00,Varanasi,1561
2025-01-14 03:00:00,Srinagar,1782
2025-01-14 04:00:00,Ahmedabad,1686
2025-01-14 05:00:00,Chennai,1550
2025-01-14 06:00:00,Vadodara,1431
2025-01-14 07:00:00,Allahabad,2117
2025-01-14 08:00:00,Thane,1808
2025-01-14 09:00:00,Solapur,2387
2025-01-14 10:00:00,Hyderabad,3024
2025-01-14 11:00:00,Ranchi,3080
2025-01-14 12:00:00,Bhopal,2362
2025-01-14 13:00:00,Ludhiana,3198
2025-01-14 14:00:00,Nashik,2387
2025-01-14 15:00:00,Gwalior,2119
2025-01-14 16:00:00,Delhi,2787
2025-01-14 17:00:00,Bhopal,2267
2025-01-14 18:00:00,Patna,3348
2025-01-14 19:00:00,Ahmedabad,3484
2025-01-14 20:00:00,Solapur,3340
2025-01-14 21:00:00,Kota,4630
2025-01-14 22:00:00,Gwalior,4183
2025-01-14 23:00:00,Hyderabad,1791
2025-01-15 00:00:00,Meerut,1541
2025-01-15 01:00:00,Raipur,1756
2025-01-15 02:00:00,Lucknow,2231
2025-01-15 03:00:00,Indore,1987
2025-01-15 04:00:00,Thane,2470
2025-01-15 05:00:00,Nashik,2360
2025-01-15 06:00:00,Bhopal,1757
2025-01-15 07:00:00,Kota,1964
2025-01-15 08:00:00,Hubli,1671
2025-01-15 09:00:00,Nagpur,2718
2025-01-15 10:00:00,Faridabad,2690
2025-01-15 11:00:00,Faridabad,2647
2025-01-15 12:00:00,Ludhiana,3196
2025-01-15 13:00:00,Navi Mumbai,3342
2025-01-15 14:00:00,Pune,2992
2025-01-15 15:00:00,Mumbai,3001
2025-01-15 16:00:00,Jabalpur,2000
2025-01-15 17:00:00,Kanpur,2877
2025-01-15 18:00:00,Thane,3881
2025-01-15 19:00:00,Agra,4485
2025-01-15 20:00:00,Visakhapatnam,4606
2025-01-15 21:00:00,Vasai,3332
2025-01-15 22:00:00,Vadodara,3404
2025-01-15 23:00:00,Patna,1635
2025-01-16 00:00:00,Vadodara,1805
2025-01-16 01:00:00,Srinagar,2199
2025-01-16 02:00:00,Varanasi,1494
2025-01-16 03:00:00,Navi Mumbai,1551
2025-01-16 04:00:00,Amritsar,2149
2025-01-16 05:00:00,Guwahati,1641
2025-01-16 06:00:00,Kolkata,1822
2025-01-16 07:00:00,Navi Mumbai,1564
2025-01-16 08:00:00,Delhi,2276
2025-01-16 09:00:00,Ghaziabad,2064
2025-01-16 10:00:00,Delhi,2830
2025-01-16 11:00:00,Solapur,2685
2025-01-16 12:00:00,Guwahati,2031
2025-01-16 13:00:00,Kalyan,2521
2025-01-16 14:00:00,Allahabad,2670
2025-01-16 15:00:00,Chandigarh,2153
2025-01-16 16:00:00,Allahabad,2904
2025-01-16 17:00:00,Delhi,2849
2025-01-16 18:00:00,Howrah,4383
2025-01-16 19:00:00,Meerut,3585
2025-01-16 20:00:00,Madurai,2779
2025-01-16 21:00:00,Indore,3243
2025-01-16 22:00:00,Indore,3219
2025-01-16 23:00:00,Hyderabad,1434
2025-01-17 00:00:00,Meerut,2202
2025-01-17 01:00:00,Jabalpur,1713
2025-01-17 02:00:00,Vasai,1627
2025-01-17 03:00:00,Indore,1471
2025-01-17 04:00:00,Howrah,1749
2025-01-17 05:00:00,Vijayawada,2261
2025-01-17 06:00:00,Ranchi,2116
2025-01-17 07:00:00,Kalyan,1923
2025-01-17 08:00:00,Kanpur,1482
2025-01-17 09:00:00,Navi Mumbai,2914
2025-01-17 10:00:00,Varanasi,2208
2025-01-17 11:00:00,Madurai,2658
2025-01-17 12:00:00,Vijayawada,2897
2025-01-17 13:00:00,Vasai,2742
2025-01-17 14:00:00,Thane,2724
2025-01-17 15:00:00,Delhi,3178
2025-01-17 16:00:00,Coimbatore,2720
2025-01-17 17:00:00,Vijayawada,2756
2025-01-17 18:00:00,Hyderabad,2861
2025-01-17 19:00:00,Lucknow,3880
2025-01-17 20:00:00,Srinagar,3621
2025-01-17 21:00:00,Ahmedabad,4092
2025-01-17 22:00:00,Chennai,2879
2025-01-17 23:00:00,Visakhapatnam,1515
2025-01-18 00:00:00,Howrah,1977
2025-01-18 01:00:00,Vadodara,2197
2025-01-18 02:00:00,Coimbatore,1631
2025-01-18 03:00:00,Vasai,1926
2025-01-18 04:00:00,Pune,2134
2025-01-18 05:00:00,Kota,1732
2025-01-18 06:00:00,Kota,2068
2025-01-18 07:00:00,Madurai,2480
2025-01-18 08:00:00,Srinagar,2251
2025-01-18 09:00:00,Varanasi,2534
2025-01-18 10:00:00,Madurai,3351
2025-01-18 11:00:00,Lucknow,2268
2025-01-18 12:00:00,Ludhiana,2477
2025-01-18 13:00:00,Varanasi,2694
2025-01-18 14:00:00,Nagpur,3363
2025-01-18 15:00:00,Aurangabad,2211
2025-01-18 16:00:00,Faridabad,3014
2025-01-18 17:00:00,Ludhiana,2885
2025-01-18 18:00:00,Jaipur,3570
2025-01-18 19:00:00,Varanasi,4546
2025-01-18 20:00:00,Kalyan,3631
2025-01-18 21:00:00,Jaipur,3250
2025-01-18 22:00:00,Vijayawada,2865
2025-01-18 23:00:00,Vasai,1949
2025-01-19 00:00:00,Pune,2146
2025-01-19 01:00:00,Jaipur,1996
2025-01-19 02:00:00,Nashik,1981
2025-01-19 03:00:00,Pune,1534
2025-01-19 04:00:00,Varanasi,1916
2025-01-19 05:00:00,Lucknow,1833
2025-01-19 06:00:00,Gwalior,2053
2025-01-19 07:00:00,Faridabad,2276
2025-01-19 08:00:00,Hyderabad,1824
2025-01-19 09:00:00,Coimbatore,2735
2025-01-19 10:00:00,Dhanbad,2864
2025-01-19 11:00:00,Lucknow,2656
2025-01-19 12:00:00,Pune,3187
2025-01-19 13:00:00,Kanpur,2872
2025-01-19 14:00:00,Kota,3408
2025-01-19 15:00:00,Mumbai,3067
2025-01-19 16:00:00,Srinagar,2648
2025-01-19 17:00:00,Hyderabad,2628
2025-01-19 18:00:00,Rajkot,3890
2025-01-19 19:00:00,Hyderabad,3322
2025-01-19 20:00:00,Ahmedabad,4520
2025-01-19 21:00:00,Allahabad,3291
2025-01-19 22:00:00,Nagpur,3389
2025-01-19 23:00:00,Vijayawada,1954
2025-01-20 00:00:00,Ghaziabad,1801
2025-01-20 01:00:00,Lucknow,2185
2025-01-20 02:00:00,Gwalior,2307
2025-01-20 03:00:00,Rajkot,1821
2025-01-20 04:00:00,Kanpur,1584
2025-01-20 05:00:00,Lucknow,2075
2025-01-20 06:00:00,Pune,2000
2025-01-20 07:00:00,Indore,1654
2025-01-20 08:00:00,Faridabad,2149
2025-01-20 09:00:00,Kalyan,1987
2025-01-20 10:00:00,Visakhapatnam,2286
2025-01-20 11:00:00,Kanpur,2799
2025-01-20 12:00:00,Hyderabad,2241
2025-01-20 13:00:00,Mumbai,3209
2025-01-20 14:00:00,Indore,2639
2025-01-20 15:00:00,Aurangabad,2340
2025-01-20 16:00:00,Navi Mumbai,3038
2025-01-20 17:00:00,Guwahati,2678
2025-01-20 18:00:00,Guwahati,3619
2025-01-20 19:00:00,Hyderabad,3799
2025-01-20 20:00:00,Srinagar,4004
2025-01-20 21:00:00,Faridabad,4046
2025-01-20 22:00:00,Ghaziabad,3964
2025-01-20 23:00:00,Ghaziabad,2142
2025-01-21 00:00:00,Kota,1617
2025-01-21 01:00:00,Nashik,2340
2025-01-21 02:00:00,Delhi,2450
2025-01-21 03:00:00,Amritsar,1587
2025-01-21 04:00:00,Raipur,2126
2025-01-21 05:00:00,Jodhpur,1939
2025-01-21 06:00:00,Allahabad,1742
2025-01-21 07:00:00,Jaipur,2459
2025-01-21 08:00:00,Navi Mumbai,1873
2025-01-21 09:00:00,Bangalore,2548
2025-01-21 10:00:00,Madurai,2779
2025-01-21 11:00:00,Visakhapatnam,2048
2025-01-21 12:00:00,Madurai,2509
2025-01-21 13:00:00,Agra,3145
2025-01-21 14:00:00,Ranchi,2840
2025-01-21 15:00:00,Rajkot,2274
2025-01-21 16:00:00,Visakhapatnam,2250
2025-01-21 17:00:00,Hyderabad,2084
2025-01-21 18:00:00,Vasai,3936
2025-01-21 19:00:00,Navi Mumbai,3653
2025-01-21 20:00:00,Kota,4310
2025-01-21 21:00:00,Delhi,3723
2025-01-21 22:00:00,Meerut,3785
2025-01-21 23:00:00,Delhi,1788
2025-01-22 00:00:00,Visakhapatnam,1450
2025-01-22 01:00:00,Pune,1770
2025-01-22 02:00:00,Dhanbad,2235
2025-01-22 03:00:00,Srinagar,2146
2025-01-22 04:00:00,Nagpur,1643
2025-01-22 05:00:00,Faridabad,1892
2025-01-22 06:00:00,Agra,2485
2025-01-22 07:00:00,Srinagar,1877
2025-01-22 08:00:00,Jabalpur,1845
2025-01-22 09:00:00,Nashik,2221
2025-01-22 10:00:00,Patna,2211
2025-01-22 11:00:00,Mumbai,2323
2025-01-22 12:00:00,Coimbatore,2037
2025-01-22 13:00:00,Navi Mumbai,2428
2025-01-22 14:00:00,Patna,1899
2025-01-22 15:00:00,Faridabad,2124
2025-01-22 16:00:00,Raipur,2731
2025-01-22 17:00:00,Guwahati,2439
2025-01-22 18:00:00,Nagpur,2739
2025-01-22 19:00:00,Nashik,3479
2025-01-22 20:00:00,Delhi,3606
2025-01-22 21:00:00,Faridabad,4556
2025-01-22 22:00:00,Meerut,3195
2025-01-22 23:00:00,Lucknow,2557
2025-01-23 00:00:00,Gwalior,1924
2025-01-23 01:00:00,Coimbatore,2165
2025-01-23 02:00:00,Jodhpur,2027
2025-01-23 03:00:00,Ghaziabad,1430
2025-01-23 04:00:00,Thane,1761
2025-01-23 05:00:00,Vijayawada,1371
2025-01-23 06:00:00,Raipur,2382
2025-01-23 07:00:00,Rajkot,1632
2025-01-23 08:00:00,Jaipur,2032
2025-01-23 09:00:00,Meerut,2229
2025-01-23 10:00:00,Ahmedabad,2496
2025-01-23 11:00:00,Ranchi,2756
2025-01-23 12:00:00,Vasai,2452
2025-01-23 13:00:00,Agra,3045
2025-01-23 14:00:00,Ludhiana,2452
2025-01-23 15:00:00,Faridabad,1940
2025-01-23 16:00:00,Kota,2711
2025-01-23 17:00:00,Jabalpur,2640
2025-01-23 18:00:00,Amritsar,4244
2025-01-23 19:00:00,Chennai,3571
2025-01-23 20:00:00,Faridabad,3962
2025-01-23 21:00:00,Guwahati,4405
2025-01-23 22:00:00,Vijayawada,2826
2025-01-23 23:00:00,Madurai,2064
2025-01-24 00:00:00,Patna,2352
2025-01-24 01:00:00,Jaipur,1603
2025-01-24 02:00:00,Patna,1709
2025-01-24 03:00:00,Pune,2176
2025-01-24 04:00:00,Allahabad,2208
2025-01-24 05:00:00,Ranchi,2108
2025-01-24 06:00:00,Vadodara,1528
2025-01-24 07:00:00,Bhopal,1708
2025-01-24 08:00:00,Ghaziabad,2245
2025-01-24 09:00:00,Ranchi,2761
2025-01-24 10:00:00,Pune,3035
2025-01-24 11:00:00,Raipur,2243
2025-01-24 12:00:00,Meerut,2941
2025-01-24 13:00:00,Indore,2518
2025-01-24 14:00:00,Vadodara,2604
2025-01-24 15:00:00,Hyderabad,2558
2025-01-24 16:00:00,Bhopal,3252
2025-01-24 17:00:00,Dhanbad,2680
2025-01-24 18:00:00,Delhi,4927
2025-01-24 19:00:00,Thane,2863
2025-01-24 20:00:00,Raipur,4406
2025-01-24 21:00:00,Kanpur,3757
2025-01-24 22:00:00,Bangalore,3247
2025-01-24 23:00:00,Nagpur,2344
2025-01-25 00:00:00,Vijayawada,1697
2025-01-25 01:00:00,Mumbai,1577
2025-01-25 02:00:00,Chennai,2021
2025-01-25 03:00:00,Madurai,2066
2025-01-25 04:00:00,Aurangabad,2102
2025-01-25 05:00:00,Bhopal,2316
2025-01-25 06:00:00,Coimbatore,1441
2025-01-25 07:00:00,Lucknow,1502
2025-01-25 08:00:00,Rajkot,1699
2025-01-25 09:00:00,Aurangabad,2802
2025-01-25 10:00:00,Nashik,3242
2025-01-25 11:00:00,Lucknow,3080
2025-01-25 12:00:00,Kota,2641
2025-01-25 13:00:00,Amritsar,3421
2025-01-25 14:00:00,Delhi,3032
2025-01-25 15:00:00,Aurangabad,2999
2025-01-25 16:00:00,Kolkata,3006
2025-01-25 17:00:00,Raipur,2349
2025-01-25 18:00:00,Delhi,2972
2025-01-25 19:00:00,Guwahati,3638
2025-01-25 20:00:00,Ludhiana,3570
2025-01-25 21:00:00,Visakhapatnam,3788
2025-01-25 22:00:00,Amritsar,3054
2025-01-25 23:00:00,Meerut,1855
2025-01-26 00:00:00,Indore,2150
2025-01-26 01:00:00,Visakhapatnam,1669
2025-01-26 02:00:00,Hubli,1863
2025-01-26 03:00:00,Ahmedabad,2471
2025-01-26 04:00:00,Raipur,2030
2025-01-26 05:00:00,Hyderabad,1746
2025-01-26 06:00:00,Jodhpur,1645
2025-01-26 07:00:00,Kanpur,1791
2025-01-26 08:00:00,Ahmedabad,1926
2025-01-26 09:00:00,Nashik,2320
2025-01-26 10:00:00,Hyderabad,2906
2025-01-26 11:00:00,Hyderabad,3315
2025-01-26 12:00:00,Faridabad,3043
2025-01-26 13:00:00,Hyderabad,2538
2025-01-26 14:00:00,Nagpur,2608
2025-01-26 15:00:00,Nashik,2479
2025-01-26 16:00:00,Kolkata,2766
2025-01-26 17:00:00,Aurangabad,2569
2025-01-26 18:00:00,Howrah,4520
2025-01-26 19:00:00,Ranchi,3466
2025-01-26 20:00:00,Jodhpur,3485
2025-01-26 21:00:00,Allahabad,3839
2025-01-26 22:00:00,Hyderabad,3206
2025-01-26 23:00:00,Nagpur,1662
2025-01-27 00:00:00,Dhanbad,1637
2025-01-27 01:00:00,Rajkot,1475
2025-01-27 02:00:00,Hyderabad,1611
2025-01-27 03:00:00,Bhopal,2538
2025-01-27 04:00:00,Vijayawada,2296
2025-01-27 05:00:00,Ludhiana,1888
2025-01-27 06:00:00,Solapur,1606
2025-01-27 07:00:00,Madurai,2066
2025-01-27 08:00:00,Lucknow,2150
2025-01-27 09:00:00,Hubli,2514
2025-01-27 10:00:00,Visakhapatnam,3090
2025-01-27 11:00:00,Nashik,2437
2025-01-27 12:00:00,Gwalior,2850
2025-01-27 13:00:00,Ludhiana,3070
2025-01-27 14:00:00,Hubli,2720
2025-01-27 15:00:00,Jaipur,2655
2025-01-27 16:00:00,Ranchi,2998
2025-01-27 17:00:00,Solapur,2536
2025-01-27 18:00:00,Raipur,3762
2025-01-27 19:00:00,Jodhpur,2927
2025-01-27 20:00:00,Mumbai,3893
2025-01-27 21:00:00,Thane,3046
2025-01-27 22:00:00,Amritsar,4116
2025-01-27 23:00:00,Allahabad,1769
2025-01-28 00:00:00,Kanpur,2183
2025-01-28 01:00:00,Solapur,1970
2025-01-28 02:00:00,Hyderabad,2326
2025-01-28 03:00:00,Navi Mumbai,2476
2025-01-28 04:00:00,Solapur,1574
2025-01-28 05:00:00,Dhanbad,2078
2025-01-28 06:00:00,Vadodara,1568
2025-01-28 07:00:00,Navi Mumbai,1625
2025-01-28 08:00:00,Indore,1405
2025-01-28 09:00:00,Ahmedabad,2508
2025-01-28 10:00:00,Amritsar,2367
2025-01-28 11:00:00,Kalyan,2678
2025-01-28 12:00:00,Raipur,2005
2025-01-28 13:00:00,Jabalpur,2000
2025-01-28 14:00:00,Amritsar,2985
2025-01-28 15:00:00,Lucknow,2256
2025-01-28 16:00:00,Thane,2496
2025-01-28 17:00:00,Aurangabad,2895
2025-01-28 18:00:00,Allahabad,4534
2025-01-28 19:00:00,Amritsar,3205
2025-01-28 20:00:00,Ghaziabad,4048
2025-01-28 21:00:00,Thane,4035
2025-01-28 22:00:00,Solapur,4084
2025-01-28 23:00:00,Navi Mumbai,2196
2025-01-29 00:00:00,Bhopal,1913
2025-01-29 01:00:00,Srinagar,1755
2025-01-29 02:00:00,Amritsar,1742
2025-01-29 03:00:00,Solapur,1753
2025-01-29 04:00:00,Allahabad,1853
2025-01-29 05:00:00,Agra,1365
2025-01-29 06:00:00,Gwalior,1481
2025-01-29 07:00:00,Ludhiana,1570
2025-01-29 08:00:00,Amritsar,1417
2025-01-29 09:00:00,Chandigarh,2304
2025-01-29 10:00:00,Ghaziabad,1989
2025-01-29 11:00:00,Bhopal,2807
2025-01-29 12:00:00,Ahmedabad,2243
2025-01-29 13:00:00,Kalyan,3160
2025-01-29 14:00:00,Jodhpur,2440
2025-01-29 15:00:00,Agra,2636
2025-01-29 16:00:00,Guwahati,3156
2025-01-29 17:00:00,Bangalore,2593
2025-01-29 18:00:00,Srinagar,4179
2025-01-29 19:00:00,Agra,4019
2025-01-29 20:00:00,Allahabad,3396
2025-01-29 21:00:00,Solapur,3197
2025-01-29 22:00:00,Kanpur,3430
2025-01-29 23:00:00,Bhopal,1535
2025-01-30 00:00:00,Vadodara,1794
2025-01-30 01:00:00,Allahabad,1508
2025-01-30 02:00:00,Hubli,1966
