Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
PORT BLAIR,City Circle,Zone-A,Station Road,New Extension-988,2,COMMERCIAL,801,725,700350.09,1653.581
SILVASSA,Industrial Circle,Industrial,Main Bazaar,New Extension-889,2,COMMERCIAL,1023,982,1419561.29,1318.371
DAMAN,Moti Daman,Zone-A,West Section,High Street-980,2,COMMERCIAL,1171,1027,633024.69,2078.811
TIRUPATI,KT Road,Zone-A,North Section,Business Park-365,2,COMMERCIAL,627,616,134678.73,1247.11
PASIGHAT,East Siang,Zone-B,West Section,Plaza Street-779,2,COMMERCIAL,1324,1228,1129770.39,4936.775
DIBRUGARH,Central,Zone-A,Commercial Hub,Market Area-390,2,COMMERCIAL,92,83,72922.94,395.455
MUZAFFARPUR,Rural,E3,North Section,Old Town-781,2,COMMERCIAL,612,536,541325.3,1267.278
BILASPUR,Tifra,W4,Station Road,Old Town-893,2,COMMERCIAL,1072,1040,1054804.37,2131.755
PANAJI,Division II,W4,Commercial Hub,New Extension-594,2,COMMERCIAL,984,841,289060.88,1767.876
VADODARA,Sayajiganj,Industrial,West Section,Old Town-647,2,COMMERCIAL,79,70,117945.86,429.195
FARIDABAD,Old Faridabad,N1,Commercial Hub,High Street-735,2,COMMERCIAL,1054,976,1577289.91,4724.64
SHIMLA,City,Zone-A,West Section,Business Park-142,2,COMMERCIAL,839,732,933415.26,3410.889
RANCHI,New Capital,Zone-A,South Section,Business Park-833,2,COMMERCIAL,1464,1449,1815400.29,5147.17
BENGALURU,Malleswaram,Rural,West Section,High Street-751,2,COMMERCIAL,1289,1177,1529220.78,5942.899
TRIVANDRUM,Statue,S2,Main Bazaar,Complex Road-768,2,COMMERCIAL,46,39,50130.31,87.416
BHOPAL,Arera Colony,N1,Station Road,New Extension-360,2,COMMERCIAL,44,42,22072.49,206.058
NAGPUR,Sitabuldi,S2,North Section,Business Park-635,2,COMMERCIAL,932,802,398414.8,4406.81
IMPHAL,Division II,Central,North Section,Business Park-195,2,COMMERCIAL,495,482,299847.95,1426.349
SHILLONG,West Khasi,Zone-B,North Section,Complex Road-669,2,COMMERCIAL,330,308,494903.21,1052.676
AIZAWL,Division I,Zone-B,East Section,New Extension-428,2,COMMERCIAL,436,371,428753.55,2330.611
KOHIMA,Town Division,W4,Main Bazaar,Plaza Street-711,2,COMMERCIAL,985,894,1459785.32,2321.841
CUTTACK,CDD,Metro,Main Bazaar,Plaza Street-369,2,COMMERCIAL,1126,1114,1220307.2,4585.676
LUDHIANA,City,Zone-A,Station Road,Business Park-731,2,COMMERCIAL,1480,1339,1802157.13,4684.967
JAIPUR,Vaishali,S2,East Section,Market Area-566,2,COMMERCIAL,869,840,555475.87,3512.398
GANGTOK,Division II,S2,Commercial Hub,Market Area-956,2,COMMERCIAL,444,427,420246.82,1249.189
CHENNAI,T Nagar,Rural,East Section,High Street-151,2,COMMERCIAL,1076,981,866639.52,2540.544
HYDERABAD,Secunderabad,Central,Main Bazaar,Old Town-580,2,COMMERCIAL,1029,961,625142.14,1293.04
AGARTALA,Division II,E3,North Section,Business Park-556,2,COMMERCIAL,1214,1157,831705.27,6159.267
NOIDA,Sector 18,W4,Station Road,Market Area-913,2,COMMERCIAL,692,656,476575.92,2726.493
HALDWANI,Kathgodam,Metro,North Section,Old Town-947,2,COMMERCIAL,327,284,234151.32,868.622
SILIGURI,Town,Zone-B,East Section,Plaza Street-195,2,COMMERCIAL,512,465,742420.33,1489.562
SOUTH DELHI,Hauz Khas,Zone-B,Commercial Hub,Old Town-752,2,COMMERCIAL,1414,1403,1077499.94,2230.588
JAMMU,Canal Division,Zone-A,North Section,Market Area-451,2,COMMERCIAL,750,706,618892.06,1470.739
KARGIL,Town Division,Town,Station Road,Plaza Street-263,2,COMMERCIAL,955,850,563400.76,4515.91
CHANDIGARH,Sector 17,E3,West Section,Old Town-127,2,COMMERCIAL,610,572,706193.85,2900.278
PUDUCHERRY,Town Division,Metro,Commercial Hub,New Extension-449,2,COMMERCIAL,493,484,571407.31,1782.242
PORT BLAIR,City Circle,Zone-A,Commercial Hub,Complex Road-286,2,COMMERCIAL,656,632,647754.87,2927.59
SILVASSA,Industrial Circle,S2,North Section,Old Town-549,2,COMMERCIAL,522,502,555480.74,742.275
DAMAN,Nani Daman,Metro,West Section,New Extension-756,2,COMMERCIAL,1263,1116,1407671.9,5591.665
TIRUPATI,KT Road,S2,North Section,Complex Road-724,2,COMMERCIAL,512,453,158590.99,2152.673
ITANAGAR,Naharlagun,Zone-B,Commercial Hub,Old Town-141,2,COMMERCIAL,606,565,681590.22,1767.858
GUWAHATI,Dispur,N1,West Section,Plaza Street-953,2,COMMERCIAL,857,803,357452.03,2929.956
MUZAFFARPUR,Town Division,Metro,Station Road,New Extension-943,2,COMMERCIAL,856,852,462392.56,4259.047
RAIPUR,Rural Circle,N1,North Section,Complex Road-811,2,COMMERCIAL,925,836,449968.56,1337.47
PANAJI,Division I,Industrial,North Section,Market Area-516,2,COMMERCIAL,1487,1269,1842873.93,5731.171
SURAT,Varachha,Zone-B,Commercial Hub,Complex Road-782,2,COMMERCIAL,346,321,176377.05,1009.084
GURUGRAM,City,Industrial,Commercial Hub,Market Area-290,2,COMMERCIAL,1062,946,488469.1,2887.857
DHARAMSHALA,Kangra,N1,Station Road,Plaza Street-857,2,COMMERCIAL,594,551,609205.8,3146.978
JAMSHEDPUR,Adityapur,Town,South Section,Old Town-758,2,COMMERCIAL,1298,1288,1557308.62,7005.146
HUBBALLI,Rural,E3,North Section,Complex Road-776,2,COMMERCIAL,427,407,352298.49,1690.022
TRIVANDRUM,Pattom,S2,North Section,Plaza Street-605,2,COMMERCIAL,1297,1112,773502.31,5582.498
INDORE,MG Road,Metro,South Section,Market Area-459,2,COMMERCIAL,754,744,208116.42,1483.186
NAGPUR,Sitabuldi,Rural,East Section,High Street-989,2,COMMERCIAL,1350,1206,383831.0,6747.859
IMPHAL,Division II,Industrial,Commercial Hub,New Extension-661,2,COMMERCIAL,646,600,488861.92,3461.751
SHILLONG,West Khasi,Metro,Station Road,New Extension-752,2,COMMERCIAL,901,796,893641.65,1367.163
AIZAWL,Division II,Metro,Station Road,High Street-655,2,COMMERCIAL,491,456,151988.36,1660.552
KOHIMA,Town Division,S2,North Section,New Extension-166,2,COMMERCIAL,382,359,251283.91,1498.926
CUTTACK,CDD,Central,North Section,Complex Road-337,2,COMMERCIAL,516,502,472096.48,2246.65
LUDHIANA,Model Town,S2,Commercial Hub,High Street-991,2,COMMERCIAL,298,263,362722.35,1502.669
JAIPUR,Malviya Nagar,Rural,Commercial Hub,Market Area-535,2,COMMERCIAL,355,344,234305.95,1432.398
GANGTOK,Division I,Central,Main Bazaar,Plaza Street-460,2,COMMERCIAL,852,809,275478.36,2415.372
COIMBATORE,Peelamedu,Central,North Section,High Street-954,2,COMMERCIAL,389,384,327611.14,742.677
HYDERABAD,Banjara Hills,E3,North Section,Market Area-527,2,COMMERCIAL,1367,1349,1432161.7,2426.15
AGARTALA,Division II,Zone-B,Commercial Hub,Business Park-739,2,COMMERCIAL,525,448,353481.53,1618.394
NOIDA,Sector 18,E3,Main Bazaar,Plaza Street-511,2,COMMERCIAL,312,268,185156.4,1265.949
DEHRADUN,North,N1,North Section,Market Area-382,2,COMMERCIAL,696,673,347346.47,2099.384
SILIGURI,Sevoke Road,Rural,East Section,High Street-440,2,COMMERCIAL,1470,1293,1301740.39,2115.87
SOUTH DELHI,Hauz Khas,Rural,Station Road,Business Park-929,2,COMMERCIAL,107,100,151752.07,358.335
JAMMU,Canal Division,Rural,North Section,Complex Road-732,2,COMMERCIAL,1169,1137,819285.85,5977.97
KARGIL,Town Division,Town,West Section,High Street-893,2,COMMERCIAL,1184,1010,409284.78,3155.41
CHANDIGARH,Sector 17,Town,Commercial Hub,Market Area-140,2,COMMERCIAL,580,572,362977.56,1057.857
PUDUCHERRY,Town Division,E3,South Section,Business Park-759,2,COMMERCIAL,305,277,352403.07,1176.046
PORT BLAIR,City Circle,S2,East Section,Business Park-221,2,COMMERCIAL,85,82,91442.17,211.248
SILVASSA,Industrial Circle,Central,Commercial Hub,Complex Road-138,2,COMMERCIAL,519,513,618870.96,1737.042
DAMAN,Nani Daman,N1,Station Road,Plaza Street-780,2,COMMERCIAL,1120,1043,1459437.09,1808.174
VISAKHAPATNAM,Gajuwaka,Industrial,Commercial Hub,High Street-622,2,COMMERCIAL,289,246,164811.88,710.99
PASIGHAT,East Siang,Zone-B,West Section,Complex Road-457,2,COMMERCIAL,66,60,68985.85,352.01
DIBRUGARH,Rural,Zone-A,Commercial Hub,High Street-935,2,COMMERCIAL,347,308,94264.37,1829.268
PATNA,PESU West,W4,North Section,New Extension-147,2,COMMERCIAL,767,657,1081701.75,1880.081
BILASPUR,Tifra,Zone-B,East Section,New Extension-651,2,COMMERCIAL,1063,974,491690.7,2922.19
MARGAO,Division IV,Zone-A,North Section,Complex Road-932,2,COMMERCIAL,1088,1010,559420.9,3974.991
VADODARA,Akota,Rural,North Section,New Extension-691,2,COMMERCIAL,1437,1246,1816658.73,6416.283
FARIDABAD,Greater Faridabad,Central,West Section,Complex Road-689,2,COMMERCIAL,1179,1107,1309082.84,2561.807
SHIMLA,Kasumpti,Town,Main Bazaar,Market Area-242,2,COMMERCIAL,1235,1212,992429.88,5678.329
JAMSHEDPUR,Jamshedpur Circle,N1,West Section,Market Area-559,2,COMMERCIAL,790,752,607194.24,1734.096
MYSURU,Rural,Metro,Station Road,Market Area-331,2,COMMERCIAL,794,721,1162917.21,3376.834
TRIVANDRUM,Pattom,W4,Main Bazaar,New Extension-905,2,COMMERCIAL,221,216,216079.36,327.111
INDORE,Vijay Nagar,Town,East Section,Plaza Street-983,2,COMMERCIAL,656,627,875965.68,1516.167
PUNE,Kothrud,Zone-A,Station Road,New Extension-866,2,COMMERCIAL,1251,1114,1446527.26,6627.458
IMPHAL,Division I,Central,West Section,Plaza Street-512,2,COMMERCIAL,1487,1323,594001.48,6207.89
SHILLONG,East Khasi,Zone-A,East Section,Market Area-807,2,COMMERCIAL,818,726,698603.58,4172.795
AIZAWL,Division II,W4,Commercial Hub,Complex Road-779,2,COMMERCIAL,1263,1239,892207.29,2657.099
KOHIMA,Rural,Town,North Section,Market Area-242,2,COMMERCIAL,85,82,125255.5,455.157
BHUBANESWAR,BCP,N1,East Section,High Street-216,2,COMMERCIAL,840,839,918272.14,3638.27
LUDHIANA,Model Town,Town,Main Bazaar,High Street-801,2,COMMERCIAL,1105,958,561577.32,2150.391
JODHPUR,Sardarpura,N1,West Section,Market Area-126,2,COMMERCIAL,445,425,313845.63,590.946
GANGTOK,Division II,Zone-A,East Section,High Street-621,2,COMMERCIAL,1326,1276,998282.16,3192.39
CHENNAI,T Nagar,W4,West Section,Market Area-148,2,COMMERCIAL,1022,889,1478352.64,4562.622
HYDERABAD,Banjara Hills,Rural,Commercial Hub,Business Park-109,2,COMMERCIAL,226,193,328382.77,897.613
AGARTALA,Division II,S2,East Section,New Extension-924,2,COMMERCIAL,1124,1041,1310581.16,4680.02
LUCKNOW,Hazratganj,Town,West Section,New Extension-122,2,COMMERCIAL,1252,1214,1526793.21,2653.781
HALDWANI,Town,Central,West Section,Old Town-768,2,COMMERCIAL,689,603,907997.45,2110.052
KOLKATA,Gariahat,W4,Main Bazaar,New Extension-534,2,COMMERCIAL,750,646,803423.44,2883.207
CENTRAL DELHI,Connaught Place,Town,Main Bazaar,Old Town-293,2,COMMERCIAL,675,670,412530.48,1098.642
SRINAGAR,Division I,Rural,North Section,Business Park-647,2,COMMERCIAL,975,902,1077798.27,5212.638
LEH,Town Division,W4,North Section,Business Park-821,2,COMMERCIAL,598,589,276203.37,1454.55
CHANDIGARH,Sector 35,S2,West Section,Old Town-704,2,COMMERCIAL,941,858,692537.47,2671.363
PUDUCHERRY,Rural,N1,West Section,New Extension-376,2,COMMERCIAL,760,713,598051.38,1150.351
PORT BLAIR,City Circle,Zone-B,Station Road,Market Area-914,2,COMMERCIAL,708,675,581395.7,1871.66
SILVASSA,Industrial Circle,Central,North Section,Complex Road-956,2,COMMERCIAL,1053,948,1201481.67,1929.704
DAMAN,Nani Daman,Zone-A,Commercial Hub,High Street-785,2,COMMERCIAL,359,335,537387.88,1073.642
VISAKHAPATNAM,Gajuwaka,Rural,North Section,Complex Road-435,2,COMMERCIAL,1469,1379,1816341.72,7727.285
PASIGHAT,East Siang,Metro,East Section,New Extension-433,2,COMMERCIAL,889,879,1056659.02,4216.203
DIBRUGARH,Rural,N1,South Section,Plaza Street-274,2,COMMERCIAL,1426,1284,2034969.07,5140.368
PATNA,PESU West,Zone-A,Commercial Hub,New Extension-157,2,COMMERCIAL,461,453,224826.61,874.728
RAIPUR,City Circle,S2,West Section,High Street-367,2,COMMERCIAL,986,920,352820.9,1821.644
MARGAO,Division IV,N1,West Section,Complex Road-446,2,COMMERCIAL,432,423,442372.02,706.84
AHMEDABAD,Maninagar,S2,Commercial Hub,Complex Road-905,2,COMMERCIAL,56,51,33349.65,256.071
GURUGRAM,City,Metro,South Section,Complex Road-488,2,COMMERCIAL,713,670,337811.69,2776.864
SHIMLA,City,Industrial,North Section,Business Park-302,2,COMMERCIAL,321,299,246314.02,1465.76
RANCHI,Central,E3,North Section,Business Park-306,2,COMMERCIAL,326,306,216361.8,1658.526
BENGALURU,Malleswaram,E3,Station Road,Plaza Street-137,2,COMMERCIAL,1425,1370,2133123.31,7044.208
TRIVANDRUM,Statue,W4,West Section,New Extension-324,2,COMMERCIAL,771,753,747826.99,3175.236
BHOPAL,Arera Colony,Central,South Section,High Street-970,2,COMMERCIAL,1470,1274,1027183.46,7488.414
NAGPUR,Sitabuldi,Town,Station Road,New Extension-175,2,COMMERCIAL,695,682,295978.28,3806.709
IMPHAL,Division II,Zone-B,Station Road,Old Town-811,2,COMMERCIAL,1397,1219,1707871.97,2309.551
SHILLONG,East Khasi,Central,Main Bazaar,High Street-737,2,COMMERCIAL,14,13,17515.57,29.332
AIZAWL,Division II,Industrial,Station Road,Complex Road-703,2,COMMERCIAL,385,377,155419.53,889.645
KOHIMA,Town Division,Industrial,West Section,Market Area-336,2,COMMERCIAL,472,406,267174.16,580.659
BHUBANESWAR,BED,Central,Station Road,Old Town-830,2,COMMERCIAL,1109,1033,390829.65,1795.625
AMRITSAR,Cantt,E3,West Section,Complex Road-377,2,COMMERCIAL,1233,1109,395114.76,3357.828
JODHPUR,City,Central,West Section,Business Park-882,2,COMMERCIAL,650,592,595383.79,3033.89
GANGTOK,Division II,Metro,Station Road,Old Town-148,2,COMMERCIAL,232,230,303235.22,513.163
CHENNAI,T Nagar,S2,Commercial Hub,Complex Road-895,2,COMMERCIAL,843,719,409613.16,2195.084
HYDERABAD,Secunderabad,Town,Commercial Hub,New Extension-432,2,COMMERCIAL,598,563,505177.36,3071.952
AGARTALA,Division I,Town,East Section,Plaza Street-428,2,COMMERCIAL,159,135,143387.82,805.243
LUCKNOW,Aliganj,Town,Main Bazaar,Business Park-427,2,COMMERCIAL,1319,1151,436152.74,6398.522
HALDWANI,Kathgodam,Central,North Section,New Extension-329,2,COMMERCIAL,835,801,1174426.64,2056.622
KOLKATA,Gariahat,S2,East Section,Plaza Street-497,2,COMMERCIAL,91,85,98987.66,161.73
SOUTH DELHI,Hauz Khas,E3,Station Road,Market Area-639,2,COMMERCIAL,648,572,614289.96,1715.608
JAMMU,Gandhi Nagar,Town,Commercial Hub,Business Park-978,2,COMMERCIAL,1487,1293,362386.81,7892.722
LEH,Town Division,E3,East Section,High Street-275,2,COMMERCIAL,796,786,883781.65,4289.648
CHANDIGARH,Sector 17,N1,Main Bazaar,Old Town-395,2,COMMERCIAL,1355,1173,1419513.64,3851.026
PUDUCHERRY,Town Division,N1,Commercial Hub,New Extension-550,2,COMMERCIAL,458,393,224193.53,1124.87
PORT BLAIR,City Circle,Zone-B,North Section,New Extension-628,2,COMMERCIAL,329,317,87318.29,1711.357
SILVASSA,Industrial Circle,Central,North Section,Market Area-388,2,COMMERCIAL,1404,1365,459581.3,6762.388
DAMAN,Moti Daman,Zone-B,Commercial Hub,Complex Road-535,2,COMMERCIAL,1166,1099,1493137.64,1697.015
VISAKHAPATNAM,Steel Plant,Industrial,West Section,Complex Road-919,2,COMMERCIAL,1227,1100,1180622.85,4948.109
ITANAGAR,Naharlagun,Industrial,Station Road,Plaza Street-409,2,COMMERCIAL,856,754,583959.37,4414.483
GUWAHATI,Paltan Bazar,Zone-A,East Section,Old Town-748,2,COMMERCIAL,906,889,1213422.64,1976.978
MUZAFFARPUR,Town Division,Zone-B,North Section,Plaza Street-639,2,COMMERCIAL,368,315,271816.38,801.728
BILASPUR,City,N1,Commercial Hub,High Street-391,2,COMMERCIAL,1386,1191,1845619.21,4544.873
PANAJI,Division I,Central,Station Road,Old Town-146,2,COMMERCIAL,1082,1022,331993.01,4652.956
AHMEDABAD,Navrangpura,Metro,West Section,Plaza Street-761,2,COMMERCIAL,1233,1112,1761888.01,6679.125
FARIDABAD,Greater Faridabad,W4,Station Road,Plaza Street-523,2,COMMERCIAL,1088,1041,1321422.11,2767.006
SHIMLA,City,Town,Main Bazaar,High Street-100,2,COMMERCIAL,1391,1233,1593309.25,4398.54
RANCHI,Central,Rural,South Section,Business Park-348,2,COMMERCIAL,1359,1234,1864795.72,2105.109
MYSURU,City,N1,Station Road,Complex Road-313,2,COMMERCIAL,344,333,470345.95,1113.957
TRIVANDRUM,Pattom,Town,South Section,Old Town-655,2,COMMERCIAL,218,198,276839.62,1079.427
INDORE,MG Road,Town,North Section,Market Area-387,2,COMMERCIAL,59,55,17579.34,117.279
PUNE,Kothrud,Central,Main Bazaar,Business Park-758,2,COMMERCIAL,17,14,14733.05,85.787
IMPHAL,Division II,E3,West Section,Old Town-565,2,COMMERCIAL,553,473,612664.09,680.049
SHILLONG,West Khasi,Industrial,North Section,Market Area-939,2,COMMERCIAL,385,333,329858.68,583.335
AIZAWL,Division I,Town,Station Road,Plaza Street-294,2,COMMERCIAL,758,671,691607.21,2558.013
KOHIMA,Town Division,Zone-B,Main Bazaar,New Extension-392,2,COMMERCIAL,612,527,529613.81,1771.532
BHUBANESWAR,BED,Rural,Station Road,Complex Road-985,2,COMMERCIAL,891,796,525101.85,1156.489
AMRITSAR,Hall Gate,Industrial,North Section,High Street-874,2,COMMERCIAL,323,278,431468.07,1424.142
JODHPUR,City,S2,Station Road,Business Park-736,2,COMMERCIAL,1025,946,927515.79,2214.969
GANGTOK,Division I,S2,North Section,New Extension-648,2,COMMERCIAL,76,71,74205.22,293.42
COIMBATORE,RS Puram,Zone-B,West Section,High Street-505,2,COMMERCIAL,162,158,46032.9,519.824
HYDERABAD,Secunderabad,W4,South Section,New Extension-592,2,COMMERCIAL,939,920,902650.93,2902.632
AGARTALA,Division I,Metro,West Section,Complex Road-392,2,COMMERCIAL,1241,1226,294595.61,5697.635
NOIDA,Sector 62,Metro,Station Road,Complex Road-285,2,COMMERCIAL,527,492,661137.35,2168.938
HALDWANI,Town,S2,North Section,Plaza Street-698,2,COMMERCIAL,1450,1396,1922131.49,3534.102
KOLKATA,Behala,Metro,Main Bazaar,Business Park-898,2,COMMERCIAL,50,45,62974.47,171.831
SOUTH DELHI,Hauz Khas,E3,East Section,Market Area-627,2,COMMERCIAL,932,838,569439.41,4771.921
JAMMU,Canal Division,S2,Main Bazaar,Old Town-204,2,COMMERCIAL,419,363,501967.41,1841.254
LEH,Town Division,Central,West Section,New Extension-152,2,COMMERCIAL,1288,1166,1000341.05,4571.743
CHANDIGARH,Sector 17,Metro,Main Bazaar,Complex Road-677,2,COMMERCIAL,1282,1229,1690800.77,4284.9
PUDUCHERRY,Town Division,Rural,South Section,Plaza Street-513,2,COMMERCIAL,138,128,83518.25,577.422
PORT BLAIR,City Circle,Rural,Station Road,Plaza Street-786,2,COMMERCIAL,722,627,915095.24,3467.795
SILVASSA,Industrial Circle,Industrial,North Section,High Street-214,2,COMMERCIAL,1255,1161,1379484.83,6859.838
DAMAN,Moti Daman,Town,South Section,Market Area-390,2,COMMERCIAL,870,752,1299296.99,2538.924
VISAKHAPATNAM,Steel Plant,N1,Commercial Hub,Market Area-291,2,COMMERCIAL,1159,1059,1113299.62,4364.847
PASIGHAT,Mebo,Central,East Section,New Extension-330,2,COMMERCIAL,501,493,299076.35,1783.505
GUWAHATI,Dispur,E3,North Section,Market Area-346,2,COMMERCIAL,144,133,213313.74,550.728
MUZAFFARPUR,Rural,W4,West Section,High Street-998,2,COMMERCIAL,277,237,104232.04,517.317
BILASPUR,City,Industrial,East Section,Market Area-117,2,COMMERCIAL,875,854,652834.81,1200.195
PANAJI,Division I,Metro,South Section,New Extension-140,2,COMMERCIAL,79,73,42464.97,422.491
AHMEDABAD,Maninagar,W4,South Section,Market Area-930,2,COMMERCIAL,1362,1353,451417.27,3834.687
FARIDABAD,Greater Faridabad,E3,South Section,Complex Road-100,2,COMMERCIAL,141,127,199758.86,606.382
DHARAMSHALA,Town,Town,North Section,Business Park-366,2,COMMERCIAL,1364,1293,1377469.33,3009.473
JAMSHEDPUR,Adityapur,W4,East Section,Plaza Street-941,2,COMMERCIAL,1419,1252,877865.01,3928.699
BENGALURU,Malleswaram,S2,West Section,Market Area-842,2,COMMERCIAL,93,81,87807.13,211.804
TRIVANDRUM,Statue,Metro,Main Bazaar,New Extension-256,2,COMMERCIAL,558,512,325650.84,2300.752
INDORE,Vijay Nagar,W4,Commercial Hub,Plaza Street-332,2,COMMERCIAL,1180,1038,496938.43,5854.775
MUMBAI,Bandra,Industrial,North Section,Market Area-183,2,COMMERCIAL,888,806,885061.93,1496.36
IMPHAL,Division I,Rural,West Section,Business Park-322,2,COMMERCIAL,273,270,310876.12,867.822
SHILLONG,East Khasi,W4,Commercial Hub,Business Park-382,2,COMMERCIAL,528,456,719601.15,2042.955
AIZAWL,Division I,N1,West Section,High Street-774,2,COMMERCIAL,468,437,506961.57,2565.088
KOHIMA,Town Division,Metro,Commercial Hub,High Street-304,2,COMMERCIAL,720,684,781248.93,2857.012
CUTTACK,CRD,Rural,Station Road,High Street-198,2,COMMERCIAL,1446,1296,1574035.7,1855.523
LUDHIANA,Model Town,N1,North Section,Business Park-703,2,COMMERCIAL,633,579,293894.51,2968.421
JODHPUR,Sardarpura,W4,North Section,Old Town-134,2,COMMERCIAL,1302,1287,964491.69,4532.638
GANGTOK,Division I,Metro,Main Bazaar,Business Park-316,2,COMMERCIAL,289,265,154563.27,1170.843
COIMBATORE,RS Puram,E3,East Section,Market Area-108,2,COMMERCIAL,1471,1357,2040851.93,3475.665
WARANGAL,Station Road,E3,Station Road,Market Area-990,2,COMMERCIAL,1267,1082,387526.33,3601.743
AGARTALA,Division I,Town,Main Bazaar,New Extension-358,2,COMMERCIAL,1170,1039,743783.51,2735.124
LUCKNOW,Hazratganj,S2,Main Bazaar,Old Town-871,2,COMMERCIAL,767,700,327938.88,2390.592
DEHRADUN,North,W4,West Section,Market Area-644,2,COMMERCIAL,90,79,18421.35,431.78
KOLKATA,Behala,Central,West Section,High Street-398,2,COMMERCIAL,935,921,730730.52,4000.73
CENTRAL DELHI,Paharganj,Town,East Section,Business Park-850,2,COMMERCIAL,572,568,807190.81,2248.028
JAMMU,Canal Division,N1,North Section,Old Town-643,2,COMMERCIAL,1128,1007,255369.52,3110.504
KARGIL,Town Division,E3,South Section,High Street-847,2,COMMERCIAL,380,333,504506.81,690.746
CHANDIGARH,Sector 35,Rural,Commercial Hub,Old Town-644,2,COMMERCIAL,1301,1143,1301905.72,2197.622
PUDUCHERRY,Town Division,Zone-A,Main Bazaar,Complex Road-879,2,COMMERCIAL,745,638,650822.69,2800.546
PORT BLAIR,City Circle,Rural,Commercial Hub,Old Town-354,2,COMMERCIAL,1120,1003,425899.5,2329.427
SILVASSA,Industrial Circle,N1,North Section,Old Town-492,2,COMMERCIAL,1209,1119,712244.99,1896.624
DAMAN,Nani Daman,Central,North Section,Old Town-158,2,COMMERCIAL,59,50,18197.84,292.196
VISAKHAPATNAM,Gajuwaka,Zone-A,South Section,High Street-864,2,COMMERCIAL,965,895,999055.27,2343.656
PASIGHAT,East Siang,Industrial,West Section,High Street-951,2,COMMERCIAL,1373,1288,1210319.84,4445.569
DIBRUGARH,Rural,Zone-A,Main Bazaar,Complex Road-591,2,COMMERCIAL,1313,1223,650578.44,3393.367
PATNA,PESU West,W4,Commercial Hub,Complex Road-967,2,COMMERCIAL,1062,938,474736.1,5054.591
RAIPUR,Rural Circle,S2,North Section,Old Town-363,2,COMMERCIAL,599,548,748119.67,849.34
PANAJI,Division II,N1,East Section,New Extension-795,2,COMMERCIAL,1062,965,350225.33,3772.26
SURAT,Varachha,Town,South Section,Plaza Street-872,2,COMMERCIAL,294,250,257498.22,543.063
GURUGRAM,Suburban,Metro,West Section,New Extension-523,2,COMMERCIAL,672,650,595625.45,821.347
SHIMLA,City,Town,East Section,New Extension-397,2,COMMERCIAL,931,796,1197257.99,1284.688
JAMSHEDPUR,Adityapur,Zone-B,West Section,New Extension-461,2,COMMERCIAL,1318,1269,1866922.86,3643.205
HUBBALLI,Rural,Industrial,Commercial Hub,Plaza Street-908,2,COMMERCIAL,1276,1262,1564633.27,3380.674
KOCHI,Marine Drive,Rural,Commercial Hub,Old Town-629,2,COMMERCIAL,1170,1027,901411.16,5600.527
BHOPAL,City,E3,Main Bazaar,Old Town-676,2,COMMERCIAL,38,36,52871.16,146.591
MUMBAI,Kurla,Central,West Section,Complex Road-484,2,COMMERCIAL,929,891,992053.08,3541.233
IMPHAL,Division II,Metro,West Section,Complex Road-780,2,COMMERCIAL,732,634,699739.67,2489.112
SHILLONG,West Khasi,Zone-A,Main Bazaar,Complex Road-199,2,COMMERCIAL,528,517,764506.83,2141.813
AIZAWL,Division II,Rural,South Section,High Street-664,2,COMMERCIAL,1236,1190,1102091.86,3600.087
KOHIMA,Rural,Metro,South Section,High Street-946,2,COMMERCIAL,465,402,522002.4,1226.11
BHUBANESWAR,BCP,W4,Commercial Hub,Old Town-666,2,COMMERCIAL,423,415,354218.44,2231.547
LUDHIANA,Model Town,Central,South Section,Complex Road-742,2,COMMERCIAL,1470,1397,1530573.71,5757.395
JODHPUR,Sardarpura,E3,Commercial Hub,New Extension-742,2,COMMERCIAL,396,359,421015.25,843.44
GANGTOK,Division II,Rural,Commercial Hub,High Street-606,2,COMMERCIAL,404,355,448436.72,2085.71
CHENNAI,T Nagar,S2,South Section,Business Park-142,2,COMMERCIAL,648,630,255889.23,2701.903
HYDERABAD,Banjara Hills,E3,North Section,Complex Road-547,2,COMMERCIAL,1186,1099,1444404.8,1991.661
AGARTALA,Division II,Zone-A,East Section,High Street-585,2,COMMERCIAL,1293,1100,1514818.79,4201.929
LUCKNOW,Hazratganj,N1,Commercial Hub,New Extension-651,2,COMMERCIAL,692,682,702654.37,3237.07
HALDWANI,Kathgodam,Central,West Section,Complex Road-115,2,COMMERCIAL,29,27,35440.93,82.888
SILIGURI,Town,Metro,Station Road,High Street-839,2,COMMERCIAL,635,579,283654.9,3233.375
CENTRAL DELHI,Connaught Place,Rural,West Section,New Extension-752,2,COMMERCIAL,682,624,181106.0,3602.11
JAMMU,Canal Division,Central,West Section,New Extension-136,2,COMMERCIAL,650,575,893476.68,2346.756
LEH,Town Division,Zone-B,Station Road,Complex Road-479,2,COMMERCIAL,898,783,1243867.71,1167.688
CHANDIGARH,Sector 35,Zone-B,Main Bazaar,Market Area-110,2,COMMERCIAL,137,117,82006.41,352.044
PUDUCHERRY,Town Division,Zone-A,East Section,Complex Road-844,2,COMMERCIAL,1084,987,910283.96,3911.479
PORT BLAIR,City Circle,S2,West Section,High Street-479,2,COMMERCIAL,616,592,203209.75,2426.738
