hour,day_of_week,month,demand_mw,region
15,1,8,48991.08,Western
15,1,9,48484.23,Western
15,1,10,51407.83,Western
15,1,11,55425.32,Western
15,1,12,57219.31,Western
15,2,1,56139.26,Western
15,2,2,58319.63,Western
15,2,3,56359.68,Western
15,2,4,55634.94,Western
15,2,5,55013.24,Western
15,2,6,52025.37,Western
15,2,7,47173.02,Western
15,2,8,48934.77,Western
15,2,9,48182.6,Western
15,2,10,51037.36,Western
15,2,11,56295.86,Western
15,2,12,57327.69,Western
15,3,1,55897.62,Western
15,3,2,58798.99,Western
15,3,3,57004.66,Western
15,3,4,56274.2,Western
15,3,5,55173.27,Western
15,3,6,52161.1,Western
15,3,7,47600.38,Western
15,3,8,47927.2,Western
15,3,9,48240.23,Western
15,3,10,51971.32,Western
15,3,11,55957.85,Western
15,3,12,57619.0,Western
15,4,1,55826.63,Western
15,4,2,58327.14,Western
15,4,3,56162.62,Western
15,4,4,56995.22,Western
15,4,5,54370.58,Western
15,4,6,52075.36,Western
15,4,7,47304.9,Western
15,4,8,47432.36,Western
15,4,9,49022.49,Western
15,4,10,51690.6,Western
15,4,11,54901.06,Western
15,4,12,57287.39,Western
15,5,1,55913.68,Western
15,5,2,58090.99,Western
15,5,3,56519.81,Western
15,5,4,57128.69,Western
15,5,5,54537.38,Western
15,5,6,51714.04,Western
15,5,7,47180.14,Western
15,5,8,47189.72,Western
15,5,9,49118.89,Western
15,5,10,52172.97,Western
15,5,11,54997.54,Western
15,5,12,57826.77,Western
15,6,1,54577.57,Western
15,6,2,56219.73,Western
15,6,3,53681.17,Western
15,6,4,55474.93,Western
15,6,5,52407.45,Western
15,6,6,48070.82,Western
15,6,7,44383.1,Western
15,6,8,44986.74,Western
15,6,9,46053.71,Western
15,6,10,49956.29,Western
15,6,11,52818.12,Western
15,6,12,55216.21,Western
16,0,1,56669.02,Western
16,0,2,58470.42,Western
16,0,3,55031.15,Western
16,0,4,57155.69,Western
16,0,5,53900.51,Western
16,0,6,50861.46,Western
16,0,7,47312.83,Western
16,0,8,48069.22,Western
16,0,9,48386.73,Western
16,0,10,51791.27,Western
16,0,11,54317.28,Western
16,0,12,56842.43,Western
16,1,1,56489.6,Western
16,1,2,58260.08,Western
16,1,3,55361.07,Western
16,1,4,56668.04,Western
16,1,5,54425.91,Western
16,1,6,51049.52,Western
16,1,7,47533.57,Western
16,1,8,48942.64,Western
16,1,9,48458.83,Western
16,1,10,51187.47,Western
16,1,11,54968.13,Western
16,1,12,56780.98,Western
16,2,1,55686.91,Western
16,2,2,57799.36,Western
16,2,3,55827.96,Western
16,2,4,54869.84,Western
16,2,5,54179.86,Western
16,2,6,51041.2,Western
16,2,7,47071.94,Western
16,2,8,48901.51,Western
16,2,9,48087.08,Western
16,2,10,50936.21,Western
16,2,11,55824.23,Western
16,2,12,56674.05,Western
16,3,1,55555.95,Western
16,3,2,58364.51,Western
16,3,3,56553.7,Western
16,3,4,55429.23,Western
16,3,5,54192.73,Western
16,3,6,51413.12,Western
16,3,7,47449.42,Western
16,3,8,47849.92,Western
16,3,9,48087.52,Western
16,3,10,51816.48,Western
16,3,11,55382.3,Western
16,3,12,57047.72,Western
16,4,1,55278.89,Western
16,4,2,57598.02,Western
16,4,3,55703.15,Western
16,4,4,56305.3,Western
16,4,5,53299.16,Western
16,4,6,51084.33,Western
16,4,7,47107.04,Western
16,4,8,47391.87,Western
16,4,9,48878.75,Western
16,4,10,51410.62,Western
16,4,11,54326.66,Western
16,4,12,56742.93,Western
16,5,1,55465.17,Western
16,5,2,57588.16,Western
16,5,3,56138.13,Western
16,5,4,56393.23,Western
16,5,5,53500.73,Western
16,5,6,50787.43,Western
16,5,7,47044.31,Western
16,5,8,47121.24,Western
16,5,9,48935.89,Western
16,5,10,51903.8,Western
16,5,11,54480.82,Western
16,5,12,57318.62,Western
16,6,1,53836.33,Western
16,6,2,55434.59,Western
16,6,3,52973.4,Western
16,6,4,54710.54,Western
16,6,5,51065.07,Western
16,6,6,46993.3,Western
16,6,7,44046.65,Western
16,6,8,44748.95,Western
16,6,9,45543.22,Western
16,6,10,49412.78,Western
16,6,11,51865.52,Western
16,6,12,54364.13,Western
17,0,1,55444.25,Western
17,0,2,57061.5,Western
17,0,3,53774.19,Western
17,0,4,55328.08,Western
17,0,5,52036.0,Western
17,0,6,49497.11,Western
17,0,7,47061.7,Western
17,0,8,47730.63,Western
17,0,9,48407.54,Western
17,0,10,51446.86,Western
17,0,11,53745.96,Western
17,0,12,55992.47,Western
17,1,1,55337.68,Western
17,1,2,56842.68,Western
17,1,3,54159.44,Western
17,1,4,55076.68,Western
17,1,5,52769.0,Western
17,1,6,49595.54,Western
17,1,7,47260.64,Western
17,1,8,48604.06,Western
17,1,9,48614.89,Western
17,1,10,50931.33,Western
17,1,11,54497.02,Western
17,1,12,56005.13,Western
17,2,1,54669.51,Western
17,2,2,56537.17,Western
17,2,3,54626.51,Western
17,2,4,53146.98,Western
17,2,5,52538.3,Western
17,2,6,49681.12,Western
17,2,7,46744.71,Western
17,2,8,48616.81,Western
17,2,9,48346.7,Western
17,2,10,50766.73,Western
17,2,11,55100.54,Western
17,2,12,55952.89,Western
17,3,1,54496.5,Western
17,3,2,57234.14,Western
17,3,3,55352.3,Western
17,3,4,53642.54,Western
17,3,5,52368.98,Western
17,3,6,50028.06,Western
17,3,7,47134.73,Western
17,3,8,47705.75,Western
17,3,9,48332.62,Western
17,3,10,51574.35,Western
17,3,11,54981.53,Western
17,3,12,56176.31,Western
17,4,1,54157.07,Western
17,4,2,56352.54,Western
17,4,3,54483.24,Western
17,4,4,54567.62,Western
17,4,5,51408.37,Western
17,4,6,49712.62,Western
17,4,7,46743.64,Western
17,4,8,47201.53,Western
17,4,9,49062.91,Western
17,4,10,51128.08,Western
17,4,11,53700.29,Western
17,4,12,56092.87,Western
17,5,1,54470.0,Western
17,5,2,56226.82,Western
17,5,3,54918.54,Western
17,5,4,54622.77,Western
17,5,5,51540.68,Western
17,5,6,49448.31,Western
17,5,7,46799.0,Western
17,5,8,46886.99,Western
17,5,9,49081.78,Western
17,5,10,51614.49,Western
17,5,11,53766.91,Western
17,5,12,56657.2,Western
17,6,1,52451.19,Western
17,6,2,53910.57,Western
17,6,3,51707.5,Western
17,6,4,52859.77,Western
17,6,5,48956.32,Western
17,6,6,45548.71,Western
17,6,7,43807.52,Western
17,6,8,44400.19,Western
17,6,9,45598.78,Western
17,6,10,48962.9,Western
17,6,11,51098.38,Western
17,6,12,53477.4,Western
18,0,1,54285.1,Western
18,0,2,55121.97,Western
18,0,3,52071.78,Western
18,0,4,53187.01,Western
18,0,5,49756.75,Western
18,0,6,48092.4,Western
18,0,7,46812.73,Western
18,0,8,47532.61,Western
18,0,9,49170.66,Western
18,0,10,52425.92,Western
18,0,11,53124.71,Western
18,0,12,54748.64,Western
18,1,1,54304.84,Western
18,1,2,55170.88,Western
18,1,3,52670.59,Western
18,1,4,52976.45,Western
18,1,5,50390.96,Western
18,1,6,48197.39,Western
18,1,7,46958.78,Western
18,1,8,48537.75,Western
18,1,9,49545.99,Western
18,1,10,52043.34,Western
18,1,11,54162.73,Western
18,1,12,54924.79,Western
18,2,1,53670.6,Western
18,2,2,54765.9,Western
18,2,3,53201.26,Western
18,2,4,51132.68,Western
18,2,5,50228.85,Western
18,2,6,48216.5,Western
18,2,7,46477.81,Western
18,2,8,48538.6,Western
18,2,9,49347.48,Western
18,2,10,51799.33,Western
18,2,11,54584.65,Western
18,2,12,54987.02,Western
18,3,1,53351.52,Western
18,3,2,55508.28,Western
18,3,3,53864.59,Western
18,3,4,51450.49,Western
18,3,5,50072.17,Western
18,3,6,48638.23,Western
18,3,7,46910.06,Western
18,3,8,47730.7,Western
18,3,9,49220.45,Western
18,3,10,52561.76,Western
18,3,11,54211.77,Western
18,3,12,55204.55,Western
18,4,1,53099.68,Western
18,4,2,54638.66,Western
18,4,3,53178.66,Western
18,4,4,52425.4,Western
18,4,5,48813.1,Western
18,4,6,48286.91,Western
18,4,7,46547.44,Western
18,4,8,47290.96,Western
18,4,9,49953.91,Western
18,4,10,52252.93,Western
18,4,11,53180.14,Western
18,4,12,55313.45,Western
18,5,1,53464.71,Western
18,5,2,54368.34,Western
18,5,3,53575.59,Western
18,5,4,52456.97,Western
18,5,5,49066.47,Western
18,5,6,48079.57,Western
18,5,7,46699.24,Western
18,5,8,47024.66,Western
18,5,9,50013.98,Western
18,5,10,52589.0,Western
18,5,11,53258.76,Western
18,5,12,55698.55,Western
18,6,1,51308.26,Western
18,6,2,52084.41,Western
18,6,3,50383.9,Western
18,6,4,50826.59,Western
18,6,5,46882.25,Western
18,6,6,44444.92,Western
18,6,7,43866.59,Western
18,6,8,44636.93,Western
18,6,9,46525.69,Western
18,6,10,50067.69,Western
18,6,11,50539.83,Western
18,6,12,52368.5,Western
19,0,1,52699.89,Western
19,0,2,54689.75,Western
19,0,3,52701.78,Western
19,0,4,53939.61,Western
19,0,5,50358.0,Western
19,0,6,48734.56,Western
19,0,7,47862.82,Western
19,0,8,48431.25,Western
19,0,9,50004.6,Western
19,0,10,51886.35,Western
19,0,11,50616.58,Western
19,0,12,51938.24,Western
19,1,1,52812.8,Western
19,1,2,54619.31,Western
19,1,3,53341.08,Western
19,1,4,53667.0,Western
19,1,5,50966.78,Western
19,1,6,48838.18,Western
19,1,7,47820.07,Western
19,1,8,49469.96,Western
19,1,9,50299.93,Western
19,1,10,51471.46,Western
19,1,11,51612.63,Western
19,1,12,52249.77,Western
19,2,1,52237.0,Western
19,2,2,54492.27,Western
19,2,3,54003.73,Western
19,2,4,51904.64,Western
19,2,5,50841.57,Western
19,2,6,48771.33,Western
19,2,7,47348.46,Western
19,2,8,49418.27,Western
19,2,9,50159.21,Western
19,2,10,51268.5,Western
19,2,11,52036.72,Western
19,2,12,52252.35,Western
19,3,1,51909.15,Western
19,3,2,55218.65,Western
19,3,3,54520.1,Western
19,3,4,52078.67,Western
19,3,5,50470.89,Western
19,3,6,49225.2,Western
19,3,7,47824.08,Western
19,3,8,48635.53,Western
19,3,9,49909.54,Western
19,3,10,51853.73,Western
19,3,11,51567.91,Western
19,3,12,52495.29,Western
19,4,1,51638.43,Western
19,4,2,54238.7,Western
19,4,3,53933.93,Western
19,4,4,53102.78,Western
19,4,5,49433.46,Western
19,4,6,48938.02,Western
19,4,7,47570.64,Western
19,4,8,48414.38,Western
19,4,9,50681.44,Western
19,4,10,51644.6,Western
19,4,11,50768.45,Western
19,4,12,52706.45,Western
19,5,1,52036.13,Western
19,5,2,54066.32,Western
19,5,3,54302.28,Western
19,5,4,53206.91,Western
19,5,5,49703.74,Western
19,5,6,48780.47,Western
19,5,7,47840.49,Western
19,5,8,48225.2,Western
19,5,9,50829.33,Western
19,5,10,51722.86,Western
19,5,11,50708.94,Western
19,5,12,52908.3,Western
19,6,1,50073.5,Western
19,6,2,52037.59,Western
19,6,3,51379.35,Western
19,6,4,51919.81,Western
19,6,5,47428.41,Western
19,6,6,45715.47,Western
19,6,7,45418.93,Western
19,6,8,46138.24,Western
19,6,9,47775.54,Western
19,6,10,49781.68,Western
19,6,11,48257.09,Western
19,6,12,49835.65,Western
20,0,1,49225.69,Western
20,0,2,51200.71,Western
20,0,3,50405.43,Western
20,0,4,52707.83,Western
20,0,5,50107.48,Western
20,0,6,48718.61,Western
20,0,7,47576.72,Western
20,0,8,47188.33,Western
20,0,9,48177.8,Western
20,0,10,49217.92,Western
20,0,11,47302.3,Western
20,0,12,48218.46,Western
20,1,1,49382.03,Western
20,1,2,51215.68,Western
20,1,3,51090.36,Western
20,1,4,52532.06,Western
20,1,5,50847.4,Western
20,1,6,48851.14,Western
20,1,7,47383.22,Western
20,1,8,48438.97,Western
20,1,9,48256.31,Western
20,1,10,48945.15,Western
20,1,11,48118.11,Western
20,1,12,48633.77,Western
20,2,1,48837.11,Western
20,2,2,51311.91,Western
20,2,3,51844.9,Western
20,2,4,50878.6,Western
20,2,5,50792.02,Western
20,2,6,48735.6,Western
20,2,7,46944.13,Western
20,2,8,48217.92,Western
20,2,9,48162.41,Western
20,2,10,48905.28,Western
20,2,11,48582.09,Western
20,2,12,48598.93,Western
20,3,1,48438.93,Western
20,3,2,51920.97,Western
20,3,3,52116.27,Western
20,3,4,50880.74,Western
20,3,5,50547.93,Western
20,3,6,49196.17,Western
20,3,7,47399.41,Western
20,3,8,47450.65,Western
20,3,9,47779.71,Western
20,3,10,49329.14,Western
20,3,11,48106.34,Western
20,3,12,48832.3,Western
20,4,1,48213.84,Western
20,4,2,51005.78,Western
20,4,3,51637.36,Western
20,4,4,51903.32,Western
20,4,5,49672.31,Western
20,4,6,48959.97,Western
20,4,7,47186.69,Western
20,4,8,47295.19,Western
20,4,9,48734.74,Western
20,4,10,49053.27,Western
20,4,11,47403.34,Western
20,4,12,48812.28,Western
20,5,1,48497.94,Western
20,5,2,50788.43,Western
20,5,3,51895.16,Western
20,5,4,51953.3,Western
20,5,5,49489.78,Western
20,5,6,48607.16,Western
20,5,7,47396.48,Western
20,5,8,47060.55,Western
20,5,9,48652.38,Western
20,5,10,49001.18,Western
20,5,11,47203.62,Western
20,5,12,48930.19,Western
20,6,1,46912.93,Western
20,6,2,49010.96,Western
20,6,3,49671.02,Western
20,6,4,50964.68,Western
20,6,5,47658.99,Western
20,6,6,46343.24,Western
20,6,7,45659.35,Western
20,6,8,45401.52,Western
20,6,9,46278.31,Western
20,6,10,47545.74,Western
20,6,11,45257.35,Western
20,6,12,46443.64,Western
21,0,1,47214.65,Western
21,0,2,49433.79,Western
21,0,3,49475.39,Western
21,0,4,52351.4,Western
21,0,5,50204.32,Western
21,0,6,48486.43,Western
21,0,7,46801.84,Western
21,0,8,46428.38,Western
21,0,9,47276.94,Western
21,0,10,48121.88,Western
21,0,11,46023.43,Western
21,0,12,46272.83,Western
21,1,1,47354.12,Western
21,1,2,49548.01,Western
21,1,3,50119.93,Western
21,1,4,52196.39,Western
21,1,5,50881.01,Western
21,1,6,48704.33,Western
21,1,7,46793.73,Western
21,1,8,47475.96,Western
21,1,9,47273.55,Western
21,1,10,47910.36,Western
21,1,11,46569.37,Western
21,1,12,46627.85,Western
21,2,1,46792.0,Western
21,2,2,49611.15,Western
21,2,3,50741.68,Western
21,2,4,50754.47,Western
21,2,5,50819.74,Western
21,2,6,48496.76,Western
21,2,7,46244.0,Western
21,2,8,47371.36,Western
21,2,9,47063.91,Western
21,2,10,47897.22,Western
21,2,11,47050.17,Western
21,2,12,46663.16,Western
21,3,1,46481.21,Western
21,3,2,50334.31,Western
21,3,3,51025.11,Western
21,3,4,50698.77,Western
21,3,5,50598.52,Western
21,3,6,48924.68,Western
21,3,7,46761.39,Western
21,3,8,46703.02,Western
21,3,9,46972.81,Western
21,3,10,48184.82,Western
21,3,11,46674.0,Western
21,3,12,46777.19,Western
21,4,1,46308.02,Western
21,4,2,49209.07,Western
21,4,3,50526.93,Western
21,4,4,51765.9,Western
21,4,5,49966.39,Western
21,4,6,48705.66,Western
21,4,7,46438.92,Western
21,4,8,46404.31,Western
21,4,9,47829.91,Western
21,4,10,47911.08,Western
21,4,11,45952.2,Western
21,4,12,46650.0,Western
21,5,1,46297.92,Western
21,5,2,48833.75,Western
21,5,3,50659.01,Western
21,5,4,51638.97,Western
21,5,5,49519.22,Western
21,5,6,48192.04,Western
21,5,7,46507.08,Western
21,5,8,46001.24,Western
21,5,9,47560.44,Western
21,5,10,47760.03,Western
21,5,11,45650.22,Western
21,5,12,46716.29,Western
21,6,1,45028.92,Western
21,6,2,47507.29,Western
21,6,3,48852.73,Western
21,6,4,50640.4,Western
21,6,5,47961.66,Western
21,6,6,46462.63,Western
21,6,7,45242.41,Western
21,6,8,44767.64,Western
21,6,9,45591.63,Western
21,6,10,46671.07,Western
21,6,11,44034.14,Western
21,6,12,44686.44,Western
22,0,1,46217.98,Western
22,0,2,49271.11,Western
22,0,3,49903.23,Western
22,0,4,53627.54,Western
22,0,5,51761.87,Western
22,0,6,49384.15,Western
22,0,7,46753.39,Western
22,0,8,46173.53,Western
22,0,9,46997.85,Western
22,0,10,48073.45,Western
22,0,11,45907.0,Western
22,0,12,45694.62,Western
22,1,1,46439.55,Western
22,1,2,49383.46,Western
22,1,3,50550.5,Western
22,1,4,53401.3,Western
22,1,5,52359.29,Western
22,1,6,49573.26,Western
22,1,7,46631.29,Western
22,1,8,47108.3,Western
22,1,9,47004.88,Western
22,1,10,47913.16,Western
22,1,11,46487.12,Western
22,1,12,45839.13,Western
22,2,1,45806.36,Western
22,2,2,49306.68,Western
22,2,3,51186.61,Western
22,2,4,52080.22,Western
22,2,5,52355.75,Western
22,2,6,49332.12,Western
22,2,7,46237.1,Western
22,2,8,46999.96,Western
22,2,9,46723.7,Western
22,2,10,47793.2,Western
22,2,11,46998.21,Western
22,2,12,45938.0,Western
22,3,1,45471.04,Western
22,3,2,49679.06,Western
22,3,3,51404.99,Western
22,3,4,51993.29,Western
22,3,5,52141.53,Western
22,3,6,49774.9,Western
22,3,7,46836.9,Western
22,3,8,46379.55,Western
22,3,9,46594.04,Western
22,3,10,48070.91,Western
22,3,11,46732.13,Western
22,3,12,46068.48,Western
22,4,1,45397.12,Western
22,4,2,49034.48,Western
22,4,3,50884.39,Western
22,4,4,53082.09,Western
22,4,5,51569.83,Western
22,4,6,49449.48,Western
22,4,7,46475.23,Western
22,4,8,46024.85,Western
22,4,9,47522.96,Western
22,4,10,47853.73,Western
22,4,11,46048.35,Western
22,4,12,45955.78,Western
22,5,1,45230.25,Western
22,5,2,48544.39,Western
22,5,3,50875.4,Western
22,5,4,52834.9,Western
22,5,5,50980.6,Western
22,5,6,48940.72,Western
22,5,7,46430.83,Western
22,5,8,45694.36,Western
22,5,9,47257.11,Western
22,5,10,47709.57,Western
22,5,11,45693.02,Western
22,5,12,46031.51,Western
22,6,1,44270.63,Western
22,6,2,47469.68,Western
22,6,3,49294.08,Western
22,6,4,52065.14,Western
22,6,5,49588.61,Western
22,6,6,47493.8,Western
22,6,7,45450.01,Western
22,6,8,44602.26,Western
22,6,9,45491.05,Western
22,6,10,46786.69,Western
22,6,11,44236.47,Western
22,6,12,44329.52,Western
23,0,1,45700.84,Western
23,0,2,49309.6,Western
23,0,3,50436.46,Western
23,0,4,54574.71,Western
23,0,5,52736.32,Western
23,0,6,49709.56,Western
23,0,7,46295.5,Western
23,0,8,45610.17,Western
23,0,9,46321.44,Western
23,0,10,47994.88,Western
23,0,11,46053.03,Western
23,0,12,45509.26,Western
23,1,1,45951.61,Western
23,1,2,49409.22,Western
23,1,3,51146.79,Western
23,1,4,54319.93,Western
23,1,5,53450.15,Western
23,1,6,49723.23,Western
23,1,7,46199.38,Western
23,1,8,46608.13,Western
23,1,9,46393.64,Western
23,1,10,47818.7,Western
23,1,11,46715.06,Western
23,1,12,45404.0,Western
23,2,1,45244.36,Western
23,2,2,49205.55,Western
23,2,3,51744.02,Western
23,2,4,52944.77,Western
23,2,5,53431.0,Western
23,2,6,49729.37,Western
23,2,7,45788.2,Western
23,2,8,46415.12,Western
23,2,9,46154.75,Western
23,2,10,47675.81,Western
23,2,11,47132.25,Western
23,2,12,45631.16,Western
23,3,1,44862.13,Western
23,3,2,49644.54,Western
23,3,3,52056.96,Western
23,3,4,52922.68,Western
23,3,5,53298.92,Western
23,3,6,50064.61,Western
23,3,7,46441.18,Western
23,3,8,45803.99,Western
23,3,9,46032.81,Western
23,3,10,47888.61,Western
23,3,11,46856.83,Western
23,3,12,45812.3,Western
23,4,1,44838.51,Western
23,4,2,49136.72,Western
23,4,3,51298.92,Western
23,4,4,54100.78,Western
23,4,5,52739.58,Western
23,4,6,49724.95,Western
23,4,7,46058.99,Western
23,4,8,45479.32,Western
23,4,9,46987.99,Western
23,4,10,47740.2,Western
23,4,11,46334.71,Western
23,4,12,45658.24,Western
23,5,1,44823.79,Western
23,5,2,48592.26,Western
23,5,3,51319.85,Western
23,5,4,53860.8,Western
23,5,5,52060.42,Western
23,5,6,49375.23,Western
23,5,7,46127.66,Western
23,5,8,45238.32,Western
23,5,9,46723.04,Western
23,5,10,47640.45,Western
23,5,11,45962.8,Western
23,5,12,45804.2,Western
23,6,1,43953.91,Western
23,6,2,47626.13,Western
23,6,3,49900.27,Western
23,6,4,53208.3,Western
23,6,5,50950.38,Western
23,6,6,48070.42,Western
23,6,7,45275.92,Western
23,6,8,44331.61,Western
23,6,9,45069.53,Western
23,6,10,46838.73,Western
23,6,11,44523.38,Western
23,6,12,44267.44,Western
0,0,1,14652.1,Eastern
0,0,2,14971.52,Eastern
0,0,3,17186.57,Eastern
0,0,4,19874.64,Eastern
0,0,5,20790.21,Eastern
0,0,6,21527.51,Eastern
0,0,7,22521.96,Eastern
0,0,8,22008.33,Eastern
0,0,9,21841.03,Eastern
0,0,10,19599.56,Eastern
0,0,11,15070.44,Eastern
0,0,12,13990.52,Eastern
0,1,1,14890.08,Eastern
0,1,2,15363.48,Eastern
0,1,3,17563.86,Eastern
0,1,4,20311.41,Eastern
0,1,5,21064.39,Eastern
0,1,6,21765.04,Eastern
0,1,7,22554.77,Eastern
0,1,8,22588.06,Eastern
0,1,9,22062.67,Eastern
0,1,10,19265.27,Eastern
0,1,11,15400.53,Eastern
0,1,12,14285.04,Eastern
0,2,1,14756.64,Eastern
0,2,2,15297.03,Eastern
0,2,3,17888.13,Eastern
0,2,4,19921.27,Eastern
0,2,5,20582.87,Eastern
0,2,6,22054.03,Eastern
0,2,7,22403.26,Eastern
0,2,8,22307.61,Eastern
0,2,9,21328.06,Eastern
0,2,10,19279.71,Eastern
0,2,11,15550.06,Eastern
0,2,12,14291.93,Eastern
0,3,1,14646.84,Eastern
0,3,2,15501.42,Eastern
0,3,3,17969.82,Eastern
0,3,4,20117.99,Eastern
0,3,5,19829.77,Eastern
0,3,6,22194.57,Eastern
0,3,7,22605.16,Eastern
0,3,8,22132.49,Eastern
0,3,9,21810.96,Eastern
0,3,10,19357.32,Eastern
0,3,11,15471.58,Eastern
0,3,12,14591.71,Eastern
0,4,1,14691.41,Eastern
0,4,2,15381.88,Eastern
0,4,3,17661.11,Eastern
0,4,4,20367.0,Eastern
0,4,5,19331.22,Eastern
0,4,6,22412.15,Eastern
0,4,7,22628.7,Eastern
0,4,8,21762.21,Eastern
0,4,9,22174.12,Eastern
0,4,10,19286.95,Eastern
0,4,11,15396.69,Eastern
0,4,12,14633.26,Eastern
0,5,1,14767.99,Eastern
0,5,2,15265.53,Eastern
0,5,3,17717.97,Eastern
0,5,4,20119.51,Eastern
0,5,5,20010.66,Eastern
0,5,6,21972.21,Eastern
0,5,7,22693.26,Eastern
0,5,8,21912.87,Eastern
0,5,9,22217.31,Eastern
0,5,10,19816.46,Eastern
0,5,11,15414.41,Eastern
0,5,12,14583.07,Eastern
0,6,1,14768.22,Eastern
0,6,2,15405.2,Eastern
0,6,3,17629.28,Eastern
0,6,4,19999.4,Eastern
0,6,5,20694.32,Eastern
0,6,6,21942.97,Eastern
0,6,7,22897.03,Eastern
0,6,8,22032.64,Eastern
0,6,9,21997.86,Eastern
0,6,10,19912.16,Eastern
0,6,11,15311.31,Eastern
0,6,12,14414.07,Eastern
1,0,1,14279.5,Eastern
1,0,2,14642.29,Eastern
1,0,3,16893.34,Eastern
1,0,4,19440.56,Eastern
1,0,5,20312.37,Eastern
1,0,6,21031.32,Eastern
1,0,7,21936.28,Eastern
1,0,8,21503.23,Eastern
1,0,9,21304.78,Eastern
1,0,10,19200.12,Eastern
1,0,11,14874.91,Eastern
1,0,12,13735.77,Eastern
1,1,1,14508.97,Eastern
1,1,2,15052.49,Eastern
1,1,3,17287.71,Eastern
1,1,4,19861.21,Eastern
1,1,5,20579.93,Eastern
1,1,6,21299.92,Eastern
1,1,7,22043.6,Eastern
1,1,8,22104.68,Eastern
1,1,9,21515.69,Eastern
1,1,10,18802.93,Eastern
1,1,11,15176.45,Eastern
1,1,12,14011.44,Eastern
1,2,1,14367.74,Eastern
1,2,2,14974.32,Eastern
1,2,3,17604.58,Eastern
1,2,4,19463.37,Eastern
1,2,5,20096.47,Eastern
1,2,6,21569.18,Eastern
1,2,7,21930.37,Eastern
1,2,8,21827.99,Eastern
1,2,9,20843.92,Eastern
1,2,10,18949.78,Eastern
1,2,11,15317.14,Eastern
1,2,12,14008.21,Eastern
1,3,1,14256.29,Eastern
1,3,2,15196.71,Eastern
1,3,3,17744.01,Eastern
1,3,4,19674.76,Eastern
1,3,5,19384.0,Eastern
1,3,6,21778.39,Eastern
1,3,7,22091.78,Eastern
1,3,8,21671.0,Eastern
1,3,9,21308.04,Eastern
1,3,10,18987.53,Eastern
1,3,11,15164.22,Eastern
1,3,12,14249.43,Eastern
1,4,1,14358.65,Eastern
1,4,2,15052.98,Eastern
1,4,3,17389.57,Eastern
1,4,4,19919.23,Eastern
1,4,5,18964.39,Eastern
1,4,6,21923.14,Eastern
1,4,7,22136.5,Eastern
1,4,8,21313.82,Eastern
1,4,9,21721.82,Eastern
1,4,10,18867.76,Eastern
1,4,11,15174.57,Eastern
1,4,12,14313.69,Eastern
1,5,1,14435.25,Eastern
1,5,2,14953.86,Eastern
1,5,3,17469.15,Eastern
1,5,4,19673.16,Eastern
1,5,5,19557.44,Eastern
1,5,6,21528.06,Eastern
1,5,7,22190.59,Eastern
1,5,8,21415.47,Eastern
1,5,9,21667.44,Eastern
1,5,10,19385.79,Eastern
1,5,11,15217.11,Eastern
1,5,12,14233.91,Eastern
1,6,1,14410.79,Eastern
1,6,2,15122.97,Eastern
1,6,3,17247.78,Eastern
1,6,4,19600.67,Eastern
1,6,5,20238.99,Eastern
1,6,6,21480.26,Eastern
1,6,7,22351.17,Eastern
1,6,8,21547.06,Eastern
1,6,9,21483.35,Eastern
1,6,10,19500.98,Eastern
1,6,11,15060.27,Eastern
1,6,12,14123.89,Eastern
2,0,1,14036.27,Eastern
2,0,2,14407.3,Eastern
2,0,3,16687.35,Eastern
2,0,4,19025.26,Eastern
2,0,5,19912.93,Eastern
2,0,6,20572.34,Eastern
2,0,7,21487.15,Eastern
2,0,8,21137.47,Eastern
2,0,9,20884.39,Eastern
2,0,10,18914.3,Eastern
2,0,11,14688.76,Eastern
2,0,12,13538.09,Eastern
2,1,1,14255.14,Eastern
2,1,2,14831.88,Eastern
2,1,3,17062.0,Eastern
2,1,4,19505.79,Eastern
2,1,5,20139.71,Eastern
2,1,6,20858.52,Eastern
2,1,7,21605.35,Eastern
2,1,8,21757.84,Eastern
2,1,9,21106.68,Eastern
2,1,10,18511.88,Eastern
2,1,11,14944.89,Eastern
2,1,12,13761.8,Eastern
2,2,1,14126.74,Eastern
2,2,2,14787.4,Eastern
2,2,3,17337.49,Eastern
2,2,4,19129.83,Eastern
2,2,5,19662.04,Eastern
2,2,6,21110.88,Eastern
2,2,7,21506.63,Eastern
2,2,8,21405.39,Eastern
2,2,9,20398.42,Eastern
2,2,10,18596.69,Eastern
2,2,11,15197.19,Eastern
2,2,12,13805.52,Eastern
2,3,1,14035.88,Eastern
2,3,2,14964.98,Eastern
2,3,3,17543.02,Eastern
2,3,4,19358.55,Eastern
2,3,5,18982.56,Eastern
2,3,6,21346.09,Eastern
2,3,7,21630.19,Eastern
2,3,8,21271.86,Eastern
2,3,9,20912.42,Eastern
2,3,10,18669.54,Eastern
2,3,11,14937.53,Eastern
2,3,12,14021.88,Eastern
2,4,1,14116.22,Eastern
2,4,2,14806.92,Eastern
2,4,3,17172.51,Eastern
2,4,4,19573.53,Eastern
2,4,5,18565.02,Eastern
2,4,6,21422.19,Eastern
2,4,7,21703.82,Eastern
2,4,8,20956.61,Eastern
2,4,9,21351.67,Eastern
2,4,10,18513.65,Eastern
2,4,11,14959.56,Eastern
2,4,12,14064.4,Eastern
